roi a2 a2cilwr a2ciupr c2 e2 pA pC LL_ACE LL_CE LL_AE LL_E a2revise a2revisecilwr a2reviseciupr e2revise pArevise rMZ rDZsibPairs
AI.lh.17Networks_LH_ContB_PFClv_3.mgh.label_matrix048.csv 0 2.42951769613766e-28 0.0808996332921672 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.081 1 1 0.129875415817054 -0.0928104957090393
AI.lh.17Networks_LH_ContB_PFClv_4.mgh.label_matrix049.csv 0.012 6.01854620431301e-42 0.195468118437445 0.049 0.939 0.946793529214462 0.6409170688796 2937.8 2937.8 2938 2940.9 0.09 0 0.199 0.91 0.0924162098669983 0.0662984163600978 0.037707290653414
AI.lh.17Networks_LH_ContB_PFClv_5.mgh.label_matrix050.csv 0 1.03770307548604e-35 0.100882941271221 0 1 1 0.999986398851591 2940.9 2940.9 2940.9 2940.9 0 0 0.101 1 1 0.124916479854415 -0.0569052306789865
AI.lh.17Networks_LH_ContB_PFCmp_1.mgh.label_matrix051.csv 0.077 1.59808480483682e-32 0.197494542205122 0 0.923 0.272671029444681 1 2939.1 2940.3 2939.1 2940.9 0.077 0 0.197 0.923 0.187907440468647 0.167454048283697 -0.034818260069521
AI.lh.17Networks_LH_ContB_PFCmp_2.mgh.label_matrix052.csv 0.117 0.00377386457617907 0.234255768006898 0 0.883 0.261260237788586 0.999994539357276 2936.7 2938 2936.7 2940.9 0.117 0.00377 0.234 0.883 0.0417173071978435 0.14565456006754 -0.01553590783688
AI.lh.17Networks_LH_ContB_Temp_1.mgh.label_matrix053.csv 0.05 0 0.159649007564134 0 0.95 0.533673263383128 0.999992943499546 2940 2940.4 2940 2940.9 0.05 0 0.16 0.95 0.355207504074763 0.0902125341357718 0.0357370296159941
AI.lh.17Networks_LH_ContB_Temp_2.mgh.label_matrix054.csv 0.133 3.50330806229871e-43 0.243928417134722 0 0.867 0.105236872746033 0.999985462605353 2934.8 2937.4 2934.8 2940.9 0.133 0.02641 0.244 0.867 0.0136007436799201 0.230004610594451 0.0666570683001184
AI.lh.17Networks_LH_ContB_Temp_3.mgh.label_matrix055.csv 0.069 3.11796223532032e-31 0.182102886277208 0 0.931 0.293520655634994 1 2939.3 2940.4 2939.3 2940.9 0.069 0 0.182 0.931 0.206267597203922 0.16917248961512 0.120811946344698
AI.lh.17Networks_LH_ContB_Temp_4.mgh.label_matrix056.csv 0.103 6.33920219329338e-26 0.218685828975909 0 0.897 0.181482409664468 1 2937.6 2939.3 2937.6 2940.9 0.103 0 0.219 0.897 0.0684195715152179 0.195711010731761 0.0227543992138754
AI.lh.17Networks_LH_ContC_Cingp_1.mgh.label_matrix057.csv 0.103 1.7384561253717e-37 0.213483532319155 0 0.897 0.342698435199931 0.999994305781058 2937.2 2938.1 2937.2 2940.9 0.103 0 0.213 0.897 0.0563119515690701 0.137654984291171 0.0605412312101832
AI.lh.17Networks_LH_ContC_Cingp_2.mgh.label_matrix058.csv 0.06 6.72906483935878e-31 0.262845938551656 0.065 0.875 0.731162928657213 0.542422765410956 2931.1 2931.3 2931.5 2940.9 0.161 0.05556 0.268 0.839 0.0022107196855264 0.129986770084733 0.149907868497636
AI.lh.17Networks_LH_ContC_Cingp_3.mgh.label_matrix059.csv 0.103 6.9658100101196e-37 0.21386465780811 0 0.897 0.246951297866177 0.999998576445264 2937.3 2938.6 2937.3 2940.9 0.103 0 0.214 0.897 0.058241454579693 0.167099856558486 0.0731342763093887
AI.lh.17Networks_LH_ContC_Cingp_4.mgh.label_matrix060.csv 0.12 0.0117726636318175 0.233817381120999 0 0.88 0.137567465343338 1 2936.1 2938.4 2936.1 2940.9 0.12 0.01177 0.234 0.88 0.0296782323168204 0.207741197479303 0.055458891837184
AI.lh.17Networks_LH_ContC_Cingp_5.mgh.label_matrix061.csv 0.073 7.81126537437916e-31 0.233299060669562 0.037 0.89 0.663147547536713 0.718979627834019 2934.3 2934.5 2934.4 2940.9 0.13 0.02841 0.235 0.87 0.0111365651034735 0.120013303165715 0.0229277813288087
AI.lh.17Networks_LH_ContC_Cingp_6.mgh.label_matrix062.csv 0.207 1.48848130277039e-26 0.314002400713212 0.001 0.792 0.216505236934606 0.992188686127118 2924.6 2926.2 2924.6 2940.9 0.209 0.10486 0.314 0.791 5.61127807496659e-05 0.237487587865268 0.0977714777992245
AI.lh.17Networks_LH_ContC_pCun_1.mgh.label_matrix063.csv 0.092 1.45581409944197e-36 0.209278883597195 0 0.908 0.298912611770295 0.999983573951284 2938.3 2939.3 2938.3 2940.9 0.092 0 0.209 0.908 0.105258184616899 0.147439077646772 0.0798857320193014
AI.lh.17Networks_LH_ContC_pCun_10.mgh.label_matrix064.csv 0.04 4.96104623792713e-32 0.17408018691943 0.015 0.945 0.81597059724023 0.883289222777751 2939.4 2939.5 2939.5 2940.9 0.064 0 0.175 0.936 0.232672977648693 0.0588631496108852 0.00910318061580784
AI.lh.17Networks_LH_ContC_pCun_11.mgh.label_matrix065.csv 0.044 0 0.153771298421319 0 0.956 0.687873958544451 1 2940.2 2940.4 2940.2 2940.9 0.044 0 0.154 0.956 0.408799135104445 0.0588940438441641 -0.0328271872491736
AI.lh.17Networks_LH_ContC_pCun_12.mgh.label_matrix066.csv 0.053 1.88916808162445e-27 0.164429272649458 0 0.947 0.585787894100245 0.999990137323483 2939.9 2940.2 2939.9 2940.9 0.053 0 0.164 0.947 0.322863656165873 0.0834972084455018 0.028827980420197
AI.lh.17Networks_LH_ContC_pCun_13.mgh.label_matrix067.csv 0.01 3.26785925046625e-27 0.118416779757185 0 0.99 0.847541104932221 0.999968811478388 2940.8 2940.9 2940.8 2940.9 0.01 0 0.118 0.99 0.846388128552751 0.0491224397696482 0.0117946132234037
AI.lh.17Networks_LH_ContC_pCun_2.mgh.label_matrix068.csv 0.118 5.04797654617158e-37 0.232107910048786 0 0.882 0.317391921563937 1 2936.3 2937.3 2936.3 2940.9 0.118 0.00952 0.232 0.882 0.0329518883418003 0.140888395161827 0.0777000340358533
AI.lh.17Networks_LH_ContC_pCun_3.mgh.label_matrix069.csv 0 2.00911331520391e-37 0.187494276533111 0.052 0.948 1 0.602199478434576 2938.2 2938.2 2938.5 2940.9 0.082 0 0.192 0.918 0.123671027889826 0.0434888380444131 0.0413519100442354
AI.lh.17Networks_LH_ContC_pCun_4.mgh.label_matrix070.csv 0.063 1.33260326068009e-30 0.174696758387032 0 0.937 0.315528065217063 0.999990821501424 2939.5 2940.5 2939.5 2940.9 0.063 0 0.175 0.937 0.245738945914391 0.177746477550315 0.00448372722953594
AI.lh.17Networks_LH_ContC_pCun_5.mgh.label_matrix071.csv 0 0 0.10442823360547 0 1 0.999992821476086 1 2940.9 2940.9 2940.9 2940.9 0 0 0.104 1 1 -0.0130326033156609 -0.0207228933920496
AI.lh.17Networks_LH_ContC_pCun_6.mgh.label_matrix072.csv 0.08 1.6497242095988e-38 0.19539109806155 0.004 0.916 0.658073376381964 0.970097443158014 2938.2 2938.4 2938.2 2940.9 0.087 0 0.196 0.913 0.101072125551047 0.0841671359151595 0.0704104578021648
AI.lh.17Networks_LH_ContC_pCun_7.mgh.label_matrix073.csv 0.045 0 0.156097471047033 0 0.955 0.552610118625106 0.999998298526653 2940.2 2940.5 2940.2 2940.9 0.045 0 0.156 0.955 0.401631307997533 0.0916473349173233 -0.0198799644952413
AI.lh.17Networks_LH_ContC_pCun_8.mgh.label_matrix074.csv 0.155 0.000817461142864258 0.265132182451611 0 0.845 0.141055342150613 1 2932.4 2934.6 2932.4 2940.9 0.155 0.0484 0.265 0.845 0.00368089754552091 0.217495335182353 0.0223543711799091
AI.lh.17Networks_LH_ContC_pCun_9.mgh.label_matrix075.csv 0 0 0.0620856045212602 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.062 1 1 0.0598734698760382 -0.0694543001481294
AI.lh.17Networks_LH_DefaultA_IPL_1.mgh.label_matrix076.csv 0 1.55892601206532e-25 0.120792878998453 0.013 0.987 1 0.756572210515066 2940.7 2940.7 2940.8 2940.9 0.013 0 0.123 0.987 0.803634745183815 -0.0189489478134547 0.0882457245820132
AI.lh.17Networks_LH_DefaultA_IPL_2.mgh.label_matrix077.csv 0.012 4.94892340212609e-27 0.121611454995363 0 0.988 0.82125463755423 0.999984526879592 2940.8 2940.9 2940.8 2940.9 0.012 0 0.122 0.988 0.821254638222692 0.0583001453205515 -0.0172739524723006
AI.lh.17Networks_LH_DefaultA_IPL_3.mgh.label_matrix078.csv 0 4.22217818263788e-31 0.16486451175497 0.049 0.951 0.999979469201633 0.427840372382069 2938.8 2938.8 2939.4 2940.9 0.066 0 0.174 0.934 0.225833479788083 0.0101688658714578 0.0479058537180014
AI.lh.17Networks_LH_DefaultA_IPL_4.mgh.label_matrix079.csv 0.063 0 0.174600172895134 0 0.937 0.447038770195453 0.999997717233961 2939.6 2940.2 2939.6 2940.9 0.063 0 0.175 0.937 0.254452147742038 0.108521283843189 0.0239163385840278
AI.lh.17Networks_LH_DefaultA_IPL_5.mgh.label_matrix080.csv 0.001 1.13208759750264e-32 0.112204843054313 0 0.999 0.978468296249465 1 2940.9 2940.9 2940.9 2940.9 0.001 0 0.112 0.999 0.97846828048574 0.0321637493146186 0.0156359897333355
AI.lh.17Networks_LH_DefaultA_IPL_6.mgh.label_matrix081.csv 0 8.78423510926102e-30 0.0479311206567264 0 1 1 0.999999239077987 2940.9 2940.9 2940.9 2940.9 0 0 0.048 1 1 -0.0819004998327447 -0.0347048969635483
AI.lh.17Networks_LH_DefaultA_IPL_7.mgh.label_matrix082.csv 0.098 5.06420594636342e-31 0.213321195490544 0 0.902 0.340943402604898 0.999987301490508 2937.9 2938.8 2937.9 2940.9 0.098 0 0.213 0.902 0.0838284024277965 0.135735581884912 0.10002798459307
AI.lh.17Networks_LH_DefaultA_pCunPCC_1.mgh.label_matrix099.csv 0.073 3.11173109798123e-32 0.184044401507382 0 0.927 0.645551953938193 1 2939.1 2939.3 2939.1 2940.9 0.073 0 0.184 0.927 0.179023390358018 0.0917601156069114 0.013608156056155
AI.lh.17Networks_LH_DefaultA_pCunPCC_10.mgh.label_matrix100.csv 0 0 0.14165311008901 0.024 0.976 1 0.808123194201924 2940.3 2940.3 2940.3 2940.9 0.038 0 0.143 0.962 0.458466120678719 0.0294554233918993 0.0350011948311429
AI.lh.17Networks_LH_DefaultA_pCunPCC_11.mgh.label_matrix101.csv 0 1.37958305770916e-31 0.0647227860197939 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.065 1 1 -0.0959271227628128 -0.0042944012943526
AI.lh.17Networks_LH_DefaultA_pCunPCC_12.mgh.label_matrix102.csv 0.016 0 0.125163649844087 0 0.984 0.760389821724231 0.999999239077987 2940.8 2940.9 2940.8 2940.9 0.016 0 0.125 0.984 0.75987526568287 0.0776443145864056 -0.0427903021961651
AI.lh.17Networks_LH_DefaultA_pCunPCC_13.mgh.label_matrix103.csv 0.065 8.95619646056442e-31 0.169383336394977 0 0.935 0.598903855965662 1 2939.3 2939.5 2939.3 2940.9 0.065 0 0.169 0.935 0.202483194161027 0.0852738819296463 0.0495046990522811
AI.lh.17Networks_LH_DefaultA_pCunPCC_14.mgh.label_matrix104.csv 0 0 0.0819418046386034 0 1 0.999992984645672 0.999985089034672 2940.9 2940.9 2940.9 2940.9 0 0 0.082 1 1 -0.0479455866994327 0.0303887129778937
AI.lh.17Networks_LH_DefaultA_pCunPCC_15.mgh.label_matrix105.csv 0.173 0.0657212308780463 0.283529261309657 0 0.827 0.0495969065785022 0.999997717233961 2930.5 2934.3 2930.5 2940.9 0.173 0.06572 0.284 0.827 0.00126100403126548 0.277881937848753 0.0986522404210909
AI.lh.17Networks_LH_DefaultA_pCunPCC_16.mgh.label_matrix106.csv 0.106 8.02986211811759e-27 0.212583249725958 0 0.894 0.171741459031397 1 2936.6 2938.5 2936.6 2940.9 0.106 0.00586 0.213 0.894 0.0387141640735944 0.194089639234283 0.0464579472881548
AI.lh.17Networks_LH_DefaultA_pCunPCC_17.mgh.label_matrix107.csv 0 0 0.0864707909173679 0 1 0.999997986789586 1 2940.9 2940.9 2940.9 2940.9 0 0 0.087 1 1 -0.00918810248305459 -0.0456529443697525
AI.lh.17Networks_LH_DefaultA_pCunPCC_18.mgh.label_matrix108.csv 0.108 7.71462718937103e-28 0.217527799895079 0 0.892 0.523710826769651 1 2936.7 2937.1 2936.7 2940.9 0.108 0.00467 0.218 0.892 0.0402236740006332 0.116761243053891 0.0634414182270529
AI.lh.17Networks_LH_DefaultA_pCunPCC_19.mgh.label_matrix109.csv 0.041 0 0.150684905339098 0 0.959 0.533361384220832 0.999995217679303 2940.3 2940.7 2940.3 2940.9 0.041 0 0.151 0.959 0.441959499417466 0.0996912201867033 0.0500122043907564
AI.lh.17Networks_LH_DefaultA_pCunPCC_2.mgh.label_matrix110.csv 0 0 0.215238131904662 0.076 0.924 1 0.409274025031191 2935.3 2935.3 2936 2940.9 0.117 0.01228 0.225 0.883 0.027400315397522 0.0897266480075195 0.0165615588381697
AI.lh.17Networks_LH_DefaultA_pCunPCC_20.mgh.label_matrix111.csv 0.033 0 0.143787829511543 0 0.967 0.622052373944836 0.999989862302529 2940.5 2940.7 2940.5 2940.9 0.033 0 0.144 0.967 0.536541944913364 0.0849410760348886 0.00550731111838819
AI.lh.17Networks_LH_DefaultA_pCunPCC_21.mgh.label_matrix112.csv 0.047 2.83756234716605e-26 0.158264212538252 0 0.953 0.611568614545671 0.999979646225099 2940.1 2940.4 2940.1 2940.9 0.047 0 0.158 0.953 0.385652292198977 0.0694583634535992 0.000826711949972495
AI.lh.17Networks_LH_DefaultA_pCunPCC_22.mgh.label_matrix113.csv 0.011 4.08038716149514e-33 0.120529644278748 0 0.989 0.830411697045857 0.99998106848052 2940.8 2940.9 2940.8 2940.9 0.011 0 0.121 0.989 0.83041169814773 0.0740829506498492 0.00907064792137692
AI.lh.17Networks_LH_DefaultA_pCunPCC_3.mgh.label_matrix114.csv 0.023 0 0.12871670751198 0 0.977 0.700973039955753 0.999994204990597 2940.7 2940.8 2940.7 2940.9 0.023 0 0.129 0.977 0.64764266864001 0.0743049442675195 -0.0785164708313561
AI.lh.17Networks_LH_DefaultA_pCunPCC_4.mgh.label_matrix115.csv 0.043 5.43456038734055e-36 0.160325010487516 0 0.957 0.539738650500409 1 2940.3 2940.7 2940.3 2940.9 0.043 0 0.16 0.957 0.448298375095503 0.105997714054275 0.0131689574659166
AI.lh.17Networks_LH_DefaultA_pCunPCC_5.mgh.label_matrix116.csv 0.048 2.05046357004871e-27 0.156142844664914 0 0.952 0.406160118953969 0.99998410237413 2940 2940.7 2940 2940.9 0.048 0 0.156 0.952 0.36125350763817 0.152190867219939 -0.102326870681989
AI.lh.17Networks_LH_DefaultA_pCunPCC_6.mgh.label_matrix117.csv 0 2.43829872141132e-28 0.12331279560894 0.012 0.988 0.99995897719887 0.791390918799861 2940.7 2940.7 2940.8 2940.9 0.015 0 0.124 0.985 0.777974019258108 -0.0100511495556817 -0.0341919687498958
