label h2 SE sig meas FDR type bin name
schafSNPX-area-00021-cut0025-config4.hsq 1e-06 0.017831 0.5 area 0.5 area FALSE lh.17Networks_LH_ContA_PFCl_7
schafSNPX-area-00022-cut0025-config4.hsq 1e-06 0.017241 0.5 area 0.5 area FALSE lh.17Networks_LH_ContA_PFCl_8
schafSNPX-area-00023-cut0025-config4.hsq 0.003477 0.017768 0.4238 area 0.474049217002237 area FALSE lh.17Networks_LH_ContA_PFCl_9
schafSNPX-area-00024-cut0025-config4.hsq 0.016891 0.017497 0.16049 area 0.218651226158038 area FALSE lh.17Networks_LH_ContA_PFClv_1
schafSNPX-area-00025-cut0025-config4.hsq 0.042913 0.018033 0.0065857 area 0.0155323113207547 area TRUE lh.17Networks_LH_ContA_PFClv_2
schafSNPX-area-00026-cut0025-config4.hsq 0.029642 0.01808 0.049232 area 0.0820533333333333 area FALSE lh.17Networks_LH_ContA_PFClv_3
schafSNPX-area-00027-cut0025-config4.hsq 0.055131 0.018262 0.00090214 area 0.00329248175182482 area TRUE lh.17Networks_LH_ContA_PFClv_4
schafSNPX-area-00028-cut0025-config4.hsq 0.045668 0.018155 0.0048357 area 0.0125621761658031 area TRUE lh.17Networks_LH_ContA_PFClv_5
schafSNPX-area-00029-cut0025-config4.hsq 0.016478 0.017891 0.17853 area 0.241256756756757 area FALSE lh.17Networks_LH_ContA_Temp_1
schafSNPX-area-00030-cut0025-config4.hsq 0.046997 0.018252 0.0042367 area 0.0114505405405405 area TRUE lh.17Networks_LH_ContA_Temp_2
schafSNPX-area-00031-cut0025-config4.hsq 0.060707 0.018605 0.00049908 area 0.00196488188976378 area TRUE lh.17Networks_LH_ContA_Temp_3
schafSNPX-area-00032-cut0025-config4.hsq 0.00528 0.017116 0.37587 area 0.430057208237986 area FALSE lh.17Networks_LH_ContB_IPL_1
schafSNPX-area-00033-cut0025-config4.hsq 0.026828 0.018089 0.068189 area 0.108928115015974 area FALSE lh.17Networks_LH_ContB_IPL_2
schafSNPX-area-00034-cut0025-config4.hsq 0.053033 0.018361 0.0015711 area 0.00516809210526316 area TRUE lh.17Networks_LH_ContB_IPL_3
schafSNPX-area-00035-cut0025-config4.hsq 0.024369 0.018097 0.089934 area 0.136677811550152 area FALSE lh.17Networks_LH_ContB_IPL_4
schafSNPX-area-00036-cut0025-config4.hsq 0.04218 0.018213 0.0091734 area 0.0205681614349776 area TRUE lh.17Networks_LH_ContB_IPL_5
schafSNPX-area-00037-cut0025-config4.hsq 0.018667 0.017746 0.14316 area 0.199387186629526 area FALSE lh.17Networks_LH_ContB_IPL_6
schafSNPX-area-00038-cut0025-config4.hsq 0.043961 0.018392 0.0081114 area 0.0185191780821918 area TRUE lh.17Networks_LH_ContB_IPL_7
schafSNPX-area-00039-cut0025-config4.hsq 0.041893 0.018354 0.01091 area 0.023412017167382 area TRUE lh.17Networks_LH_ContB_IPL_8
schafSNPX-area-00040-cut0025-config4.hsq 0.023236 0.018166 0.1025 area 0.150735294117647 area FALSE lh.17Networks_LH_ContB_PFCd_1
schafSNPX-area-00041-cut0025-config4.hsq 0.010741 0.018051 0.2802 area 0.337590361445783 area FALSE lh.17Networks_LH_ContB_PFCd_2
schafSNPX-area-00042-cut0025-config4.hsq 0.016276 0.017792 0.1782 area 0.241256756756757 area FALSE lh.17Networks_LH_ContB_PFCd_3
schafSNPX-area-00043-cut0025-config4.hsq 0.002326 0.016981 0.44409 area 0.493433333333333 area FALSE lh.17Networks_LH_ContB_PFCl_1
schafSNPX-area-00044-cut0025-config4.hsq 1e-06 0.017361 0.5 area 0.5 area FALSE lh.17Networks_LH_ContB_PFCl_2
schafSNPX-area-00045-cut0025-config4.hsq 1e-06 0.017296 0.5 area 0.5 area FALSE lh.17Networks_LH_ContB_PFCl_3
schafSNPX-area-00046-cut0025-config4.hsq 0.024691 0.017788 0.077549 area 0.120792834890966 area FALSE lh.17Networks_LH_ContB_PFClv_1
schafSNPX-area-00047-cut0025-config4.hsq 0.025615 0.017913 0.072805 area 0.115197784810127 area FALSE lh.17Networks_LH_ContB_PFClv_2
schafSNPX-area-00048-cut0025-config4.hsq 0.029799 0.018383 0.054421 area 0.0895082236842105 area FALSE lh.17Networks_LH_ContB_PFClv_3
schafSNPX-area-00049-cut0025-config4.hsq 0.021129 0.017745 0.11283 area 0.162579250720461 area FALSE lh.17Networks_LH_ContB_PFClv_4
schafSNPX-area-00050-cut0025-config4.hsq 0.008429 0.01818 0.32716 area 0.384277389277389 area FALSE lh.17Networks_LH_ContB_PFClv_5
schafSNPX-area-00051-cut0025-config4.hsq 0.055504 0.018712 0.0015237 area 0.005079 area TRUE lh.17Networks_LH_ContB_PFCmp_1
schafSNPX-area-00052-cut0025-config4.hsq 0.051986 0.018557 0.0023702 area 0.00718242424242424 area TRUE lh.17Networks_LH_ContB_PFCmp_2
schafSNPX-area-00053-cut0025-config4.hsq 0.018677 0.017962 0.14995 area 0.206542699724518 area FALSE lh.17Networks_LH_ContB_Temp_1
schafSNPX-area-00054-cut0025-config4.hsq 0.046934 0.018441 0.0051637 area 0.01290925 area TRUE lh.17Networks_LH_ContB_Temp_2
schafSNPX-area-00055-cut0025-config4.hsq 0.075048 0.018703 2.3031e-05 area 0.000135476470588235 area TRUE lh.17Networks_LH_ContB_Temp_3
schafSNPX-area-00056-cut0025-config4.hsq 0.071585 0.018783 6.4793e-05 area 0.000317612745098039 area TRUE lh.17Networks_LH_ContB_Temp_4
schafSNPX-area-00057-cut0025-config4.hsq 0.061528 0.018571 0.00035334 area 0.00147194214876033 area TRUE lh.17Networks_LH_ContC_Cingp_1
schafSNPX-area-00058-cut0025-config4.hsq 0.128784 0.019006 5.5755e-13 area 3.4846875e-11 area TRUE lh.17Networks_LH_ContC_Cingp_2
schafSNPX-area-00059-cut0025-config4.hsq 0.086895 0.018695 8.1063e-07 area 9.21170454545455e-06 area TRUE lh.17Networks_LH_ContC_Cingp_3
schafSNPX-area-00060-cut0025-config4.hsq 0.114004 0.018936 2.4537e-10 area 8.76321428571429e-09 area TRUE lh.17Networks_LH_ContC_Cingp_4
schafSNPX-area-00061-cut0025-config4.hsq 0.089629 0.01864 3.1318e-07 area 4.12078947368421e-06 area TRUE lh.17Networks_LH_ContC_Cingp_5
schafSNPX-area-00062-cut0025-config4.hsq 0.084158 0.01879 2.4903e-06 area 2.26390909090909e-05 area TRUE lh.17Networks_LH_ContC_Cingp_6
schafSNPX-area-00063-cut0025-config4.hsq 0.038768 0.018196 0.015239 area 0.0306004016064257 area TRUE lh.17Networks_LH_ContC_pCun_10
schafSNPX-area-00064-cut0025-config4.hsq 0.014196 0.017709 0.20934 area 0.274005235602094 area FALSE lh.17Networks_LH_ContC_pCun_11
schafSNPX-area-00065-cut0025-config4.hsq 0.048602 0.018116 0.0025932 area 0.00776407185628743 area TRUE lh.17Networks_LH_ContC_pCun_12
schafSNPX-area-00066-cut0025-config4.hsq 0.03087 0.018036 0.040741 area 0.0704861591695502 area FALSE lh.17Networks_LH_ContC_pCun_13
schafSNPX-area-00067-cut0025-config4.hsq 0.100535 0.018382 1.0827e-09 area 3.0075e-08 area TRUE lh.17Networks_LH_ContC_pCun_1
schafSNPX-area-00068-cut0025-config4.hsq 0.087017 0.018617 4.8999e-07 area 5.97548780487805e-06 area TRUE lh.17Networks_LH_ContC_pCun_2
schafSNPX-area-00069-cut0025-config4.hsq 0.04961 0.018128 0.0022208 area 0.00681226993865031 area TRUE lh.17Networks_LH_ContC_pCun_3
schafSNPX-area-00070-cut0025-config4.hsq 0.038757 0.017784 0.011321 area 0.0240872340425532 area TRUE lh.17Networks_LH_ContC_pCun_4
schafSNPX-area-00071-cut0025-config4.hsq 0.039994 0.017875 0.0097307 area 0.0215280973451327 area TRUE lh.17Networks_LH_ContC_pCun_5
schafSNPX-area-00072-cut0025-config4.hsq 0.047264 0.01774 0.0021662 area 0.00672732919254658 area TRUE lh.17Networks_LH_ContC_pCun_6
schafSNPX-area-00073-cut0025-config4.hsq 0.033092 0.017906 0.028612 area 0.052789667896679 area FALSE lh.17Networks_LH_ContC_pCun_7
schafSNPX-area-00074-cut0025-config4.hsq 0.023157 0.018157 0.10235 area 0.150735294117647 area FALSE lh.17Networks_LH_ContC_pCun_8
schafSNPX-area-00075-cut0025-config4.hsq 0.01443 0.017936 0.21184 area 0.276553524804178 area FALSE lh.17Networks_LH_ContC_pCun_9
schafSNPX-area-00076-cut0025-config4.hsq 0.04699 0.018209 0.0040554 area 0.0111412087912088 area TRUE lh.17Networks_LH_DefaultA_IPL_1
schafSNPX-area-00077-cut0025-config4.hsq 0.034945 0.017911 0.022269 area 0.043156976744186 area TRUE lh.17Networks_LH_DefaultA_IPL_2
schafSNPX-area-00078-cut0025-config4.hsq 0.038556 0.018035 0.014103 area 0.0286646341463415 area TRUE lh.17Networks_LH_DefaultA_IPL_3
schafSNPX-area-00079-cut0025-config4.hsq 0.046092 0.018116 0.0043013 area 0.0115008021390374 area TRUE lh.17Networks_LH_DefaultA_IPL_4
schafSNPX-area-00080-cut0025-config4.hsq 0.06166 0.018374 0.00025734 area 0.00109042372881356 area TRUE lh.17Networks_LH_DefaultA_IPL_5
schafSNPX-area-00081-cut0025-config4.hsq 0.058472 0.018359 0.00053207 area 0.0020783984375 area TRUE lh.17Networks_LH_DefaultA_IPL_6
schafSNPX-area-00082-cut0025-config4.hsq 0.044555 0.018307 0.0068702 area 0.0159772093023256 area TRUE lh.17Networks_LH_DefaultA_IPL_7
schafSNPX-area-00083-cut0025-config4.hsq 0.082517 0.018425 1.2929e-06 area 1.31928571428571e-05 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_10
schafSNPX-area-00084-cut0025-config4.hsq 0.024396 0.017901 0.083102 area 0.128243827160494 area FALSE lh.17Networks_LH_DefaultA_pCunPCC_11
schafSNPX-area-00085-cut0025-config4.hsq 0.0541 0.018279 0.0010406 area 0.00377028985507246 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_12
schafSNPX-area-00086-cut0025-config4.hsq 0.050552 0.017807 0.001255 area 0.00445035460992908 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_13
schafSNPX-area-00087-cut0025-config4.hsq 0.044757 0.018184 0.0057322 area 0.0141187192118227 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_14
schafSNPX-area-00088-cut0025-config4.hsq 0.076959 0.018598 9.5204e-06 area 6.50405405405406e-05 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_15
schafSNPX-area-00089-cut0025-config4.hsq 0.073059 0.018437 1.8672e-05 area 0.000113853658536585 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_16
schafSNPX-area-00090-cut0025-config4.hsq 0.001257 0.017141 0.47034 area 0.5 area FALSE lh.17Networks_LH_DefaultA_pCunPCC_17
schafSNPX-area-00091-cut0025-config4.hsq 0.043398 0.018372 0.0085555 area 0.0194443181818182 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_18
schafSNPX-area-00092-cut0025-config4.hsq 0.020217 0.017486 0.11554 area 0.165530085959885 area FALSE lh.17Networks_LH_DefaultA_pCunPCC_19
schafSNPX-area-00093-cut0025-config4.hsq 0.073301 0.018673 3.204e-05 area 0.000176813186813187 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_1
schafSNPX-area-00094-cut0025-config4.hsq 0.030272 0.018161 0.046061 area 0.077543771043771 area FALSE lh.17Networks_LH_DefaultA_pCunPCC_20
schafSNPX-area-00095-cut0025-config4.hsq 0.032079 0.01806 0.035426 area 0.0628120567375886 area FALSE lh.17Networks_LH_DefaultA_pCunPCC_21
schafSNPX-area-00096-cut0025-config4.hsq 0.035226 0.018131 0.023952 area 0.0457099236641221 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_22
schafSNPX-area-00097-cut0025-config4.hsq 0.067143 0.018643 0.00013729 area 0.000612901785714286 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_2
schafSNPX-area-00098-cut0025-config4.hsq 0.080739 0.018931 9.5693e-06 area 6.50405405405406e-05 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_3
schafSNPX-area-00099-cut0025-config4.hsq 0.058696 0.018707 0.00082791 area 0.00306633333333333 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_4
schafSNPX-area-00100-cut0025-config4.hsq 0.092854 0.018823 2.1078e-07 area 3.07614285714286e-06 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_5
schafSNPX-area-00101-cut0025-config4.hsq 0.034364 0.018497 0.033075 area 0.0597021660649819 area FALSE lh.17Networks_LH_DefaultA_pCunPCC_6
schafSNPX-area-00102-cut0025-config4.hsq 0.074925 0.018502 1.1623e-05 area 7.63766233766234e-05 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_7
schafSNPX-area-00103-cut0025-config4.hsq 0.058912 0.01839 0.00046988 area 0.00189467741935484 area TRUE lh.17Networks_LH_DefaultA_pCunPCC_8
schafSNPX-area-00104-cut0025-config4.hsq 0.024083 0.017899 0.085139 area 0.130181957186544 area FALSE lh.17Networks_LH_DefaultA_pCunPCC_9
schafSNPX-area-00105-cut0025-config4.hsq 0.012017 0.017942 0.25405 area 0.314418316831683 area FALSE lh.17Networks_LH_DefaultA_PFCd_1
schafSNPX-area-00106-cut0025-config4.hsq 0.006001 0.017421 0.36413 area 0.418540229885057 area FALSE lh.17Networks_LH_DefaultA_PFCd_2
schafSNPX-area-00107-cut0025-config4.hsq 0.008236 0.017753 0.32239 area 0.380176886792453 area FALSE lh.17Networks_LH_DefaultA_PFCd_3
schafSNPX-area-00108-cut0025-config4.hsq 0.020436 0.018094 0.13077 area 0.184183098591549 area FALSE lh.17Networks_LH_DefaultA_PFCd_4
schafSNPX-area-00109-cut0025-config4.hsq 0.026423 0.018141 0.073389 area 0.115735849056604 area FALSE lh.17Networks_LH_DefaultA_PFCm_10
schafSNPX-area-00110-cut0025-config4.hsq 0.048028 0.018554 0.0048064 area 0.0125621761658031 area TRUE lh.17Networks_LH_DefaultA_PFCm_11
schafSNPX-area-00111-cut0025-config4.hsq 0.064874 0.018591 0.00017907 area 0.000778565217391304 area TRUE lh.17Networks_LH_DefaultA_PFCm_12
schafSNPX-area-00112-cut0025-config4.hsq 0.071127 0.018266 1.7303e-05 area 0.000106808641975309 area TRUE lh.17Networks_LH_DefaultA_PFCm_1
schafSNPX-area-00113-cut0025-config4.hsq 0.113307 0.019087 7.4436e-10 area 2.326125e-08 area TRUE lh.17Networks_LH_DefaultA_PFCm_2
schafSNPX-area-00114-cut0025-config4.hsq 0.084971 0.018654 1.0069e-06 area 1.11877777777778e-05 area TRUE lh.17Networks_LH_DefaultA_PFCm_3
schafSNPX-area-00115-cut0025-config4.hsq 0.047055 0.018436 0.0051206 area 0.0128658291457286 area TRUE lh.17Networks_LH_DefaultA_PFCm_4
schafSNPX-area-00116-cut0025-config4.hsq 0.003866 0.017707 0.41468 area 0.46785393258427 area FALSE lh.17Networks_LH_DefaultA_PFCm_5
schafSNPX-area-00117-cut0025-config4.hsq 0.025691 0.017593 0.064295 area 0.103418006430868 area FALSE lh.17Networks_LH_DefaultA_PFCm_6
schafSNPX-area-00118-cut0025-config4.hsq 0.039511 0.018169 0.013565 area 0.027797131147541 area TRUE lh.17Networks_LH_DefaultA_PFCm_7
schafSNPX-area-00119-cut0025-config4.hsq 0.01961 0.018225 0.14569 area 0.201786703601108 area FALSE lh.17Networks_LH_DefaultA_PFCm_8
schafSNPX-area-00120-cut0025-config4.hsq 0.05395 0.018506 0.0016097 area 0.0052262987012987 area TRUE lh.17Networks_LH_DefaultA_PFCm_9
schafSNPX-area-00121-cut0025-config4.hsq 0.026654 0.018113 0.069712 area 0.111006369426752 area FALSE lh.17Networks_LH_DefaultB_IPL_1
schafSNPX-area-00122-cut0025-config4.hsq 0.052986 0.018382 0.0015476 area 0.00512450331125828 area TRUE lh.17Networks_LH_DefaultB_IPL_2
schafSNPX-area-00123-cut0025-config4.hsq 0.031868 0.018215 0.039549 area 0.0686614583333333 area FALSE lh.17Networks_LH_DefaultB_IPL_3
schafSNPX-area-00124-cut0025-config4.hsq 0.026173 0.017553 0.059264 area 0.0968366013071895 area FALSE lh.17Networks_LH_DefaultB_IPL_4
schafSNPX-area-00125-cut0025-config4.hsq 0.031121 0.01766 0.032354 area 0.058945652173913 area FALSE lh.17Networks_LH_DefaultB_IPL_5
schafSNPX-area-00126-cut0025-config4.hsq 0.014746 0.017861 0.205 area 0.269736842105263 area FALSE lh.17Networks_LH_DefaultB_IPL_6
schafSNPX-area-00127-cut0025-config4.hsq 0.003562 0.017177 0.41639 area 0.46785393258427 area FALSE lh.17Networks_LH_DefaultB_IPL_7
schafSNPX-area-00128-cut0025-config4.hsq 0.011799 0.017435 0.24466 area 0.307361809045226 area FALSE lh.17Networks_LH_DefaultB_IPL_8
schafSNPX-area-00129-cut0025-config4.hsq 0.017912 0.017743 0.15354 area 0.210906593406593 area FALSE lh.17Networks_LH_DefaultB_IPL_9
schafSNPX-area-00130-cut0025-config4.hsq 0.013397 0.017739 0.22398 area 0.287892030848329 area FALSE lh.17Networks_LH_DefaultB_PFCd_10
schafSNPX-area-00131-cut0025-config4.hsq 0.030039 0.017916 0.042321 area 0.0729672413793103 area FALSE lh.17Networks_LH_DefaultB_PFCd_11
schafSNPX-area-00132-cut0025-config4.hsq 0.01102 0.01791 0.27189 area 0.330766423357664 area FALSE lh.17Networks_LH_DefaultB_PFCd_12
schafSNPX-area-00133-cut0025-config4.hsq 0.013286 0.017901 0.23089 area 0.295255754475703 area FALSE lh.17Networks_LH_DefaultB_PFCd_1
schafSNPX-area-00134-cut0025-config4.hsq 0.08133 0.018783 4.9899e-06 area 3.898359375e-05 area TRUE lh.17Networks_LH_DefaultB_PFCd_2
schafSNPX-area-00135-cut0025-config4.hsq 0.014589 0.018123 0.21542 area 0.279766233766234 area FALSE lh.17Networks_LH_DefaultB_PFCd_3
schafSNPX-area-00136-cut0025-config4.hsq 0.048443 0.018361 0.0037961 area 0.0105736111111111 area TRUE lh.17Networks_LH_DefaultB_PFCd_4
schafSNPX-area-00137-cut0025-config4.hsq 0.088868 0.018932 1.0524e-06 area 1.14391304347826e-05 area TRUE lh.17Networks_LH_DefaultB_PFCd_5
schafSNPX-area-00138-cut0025-config4.hsq 0.023353 0.017856 0.092132 area 0.138775602409639 area FALSE lh.17Networks_LH_DefaultB_PFCd_6
schafSNPX-area-00139-cut0025-config4.hsq 0.075021 0.018791 2.7924e-05 area 0.000162348837209302 area TRUE lh.17Networks_LH_DefaultB_PFCd_7
schafSNPX-area-00140-cut0025-config4.hsq 0.034135 0.018053 0.02706 area 0.0504850746268657 area FALSE lh.17Networks_LH_DefaultB_PFCd_8
schafSNPX-area-00141-cut0025-config4.hsq 0.054233 0.018568 0.0015017 area 0.00503926174496644 area TRUE lh.17Networks_LH_DefaultB_PFCd_9
schafSNPX-area-00142-cut0025-config4.hsq 0.014212 0.017888 0.21456 area 0.279375 area FALSE lh.17Networks_LH_DefaultB_PFCl_1
schafSNPX-area-00143-cut0025-config4.hsq 0.001043 0.017693 0.47692 area 0.5 area FALSE lh.17Networks_LH_DefaultB_PFCl_2
schafSNPX-area-00144-cut0025-config4.hsq 1e-06 0.017625 0.5 area 0.5 area FALSE lh.17Networks_LH_DefaultB_PFCv_1
schafSNPX-area-00145-cut0025-config4.hsq 0.072132 0.018512 2.0827e-05 area 0.000123970238095238 area TRUE lh.17Networks_LH_DefaultB_PFCv_2
schafSNPX-area-00146-cut0025-config4.hsq 0.079945 0.018537 3.0539e-06 area 2.67885964912281e-05 area TRUE lh.17Networks_LH_DefaultB_PFCv_3
schafSNPX-area-00147-cut0025-config4.hsq 0.031397 0.018304 0.043869 area 0.0743542372881356 area FALSE lh.17Networks_LH_DefaultB_PFCv_4
schafSNPX-area-00148-cut0025-config4.hsq 0.020274 0.018004 0.13042 area 0.184183098591549 area FALSE lh.17Networks_LH_DefaultB_PFCv_5
schafSNPX-area-00149-cut0025-config4.hsq 0.049739 0.017323 0.00068055 area 0.00257784090909091 area TRUE lh.17Networks_LH_DefaultB_PFCv_6
schafSNPX-area-00150-cut0025-config4.hsq 0.046782 0.017536 0.0017946 area 0.00575192307692308 area TRUE lh.17Networks_LH_DefaultB_PFCv_7
schafSNPX-area-00151-cut0025-config4.hsq 0.048558 0.017765 0.001609 area 0.0052262987012987 area TRUE lh.17Networks_LH_DefaultB_PFCv_8
schafSNPX-area-00152-cut0025-config4.hsq 0.034012 0.017744 0.022511 area 0.043457528957529 area TRUE lh.17Networks_LH_DefaultB_PFCv_9
schafSNPX-area-00153-cut0025-config4.hsq 0.080605 0.018819 6.7051e-06 area 4.91876811594203e-05 area TRUE lh.17Networks_LH_DefaultB_Temp_10
schafSNPX-area-00154-cut0025-config4.hsq 0.078022 0.018769 1.1762e-05 area 7.63766233766234e-05 area TRUE lh.17Networks_LH_DefaultB_Temp_11
schafSNPX-area-00155-cut0025-config4.hsq 0.082805 0.018861 4.3318e-06 area 3.49338709677419e-05 area TRUE lh.17Networks_LH_DefaultB_Temp_12
schafSNPX-area-00156-cut0025-config4.hsq 0.106737 0.019144 6.4454e-09 area 1.61135e-07 area TRUE lh.17Networks_LH_DefaultB_Temp_13
schafSNPX-area-00157-cut0025-config4.hsq 0.057716 0.018506 0.00080084 area 0.00298820895522388 area TRUE lh.17Networks_LH_DefaultB_Temp_1
schafSNPX-area-00158-cut0025-config4.hsq 0.04671 0.018341 0.0050822 area 0.0128457070707071 area TRUE lh.17Networks_LH_DefaultB_Temp_2
schafSNPX-area-00159-cut0025-config4.hsq 0.012724 0.017502 0.23007 area 0.294961538461538 area FALSE lh.17Networks_LH_DefaultB_Temp_3
schafSNPX-area-00160-cut0025-config4.hsq 0.033543 0.018432 0.036356 area 0.0637824561403509 area FALSE lh.17Networks_LH_DefaultB_Temp_4
schafSNPX-area-00161-cut0025-config4.hsq 0.053497 0.018603 0.0018928 area 0.00602802547770701 area TRUE lh.17Networks_LH_DefaultB_Temp_5
schafSNPX-area-00162-cut0025-config4.hsq 0.033216 0.018039 0.030268 area 0.0555915750915751 area FALSE lh.17Networks_LH_DefaultB_Temp_6
schafSNPX-area-00163-cut0025-config4.hsq 0.04789 0.018669 0.0054658 area 0.0135420792079208 area TRUE lh.17Networks_LH_DefaultB_Temp_7
schafSNPX-area-00164-cut0025-config4.hsq 0.065853 0.018699 0.00018942 area 0.000816465517241379 area TRUE lh.17Networks_LH_DefaultB_Temp_8
schafSNPX-area-00165-cut0025-config4.hsq 0.071967 0.018806 6.3008e-05 area 0.000311920792079208 area TRUE lh.17Networks_LH_DefaultB_Temp_9
schafSNPX-area-00166-cut0025-config4.hsq 0.015332 0.017502 0.18524 area 0.248978494623656 area FALSE lh.17Networks_LH_DefaultC_IPL_1
schafSNPX-area-00167-cut0025-config4.hsq 0.017208 0.017558 0.1584 area 0.216393442622951 area FALSE lh.17Networks_LH_DefaultC_IPL_2
schafSNPX-area-00168-cut0025-config4.hsq 0.020586 0.017808 0.12139 area 0.173414285714286 area FALSE lh.17Networks_LH_DefaultC_IPL_3
schafSNPX-area-00169-cut0025-config4.hsq 0.093138 0.018701 1.326e-07 area 2.13870967741935e-06 area TRUE lh.17Networks_LH_DefaultC_PHC_1
schafSNPX-area-00170-cut0025-config4.hsq 0.143767 0.019153 3.8858e-15 area 4.85725e-13 area TRUE lh.17Networks_LH_DefaultC_PHC_2
schafSNPX-area-00171-cut0025-config4.hsq 0.02336 0.01783 0.092484 area 0.138864864864865 area FALSE lh.17Networks_LH_DefaultC_PHC_3
schafSNPX-area-00172-cut0025-config4.hsq 0.084174 0.018785 2.5726e-06 area 2.29696428571429e-05 area TRUE lh.17Networks_LH_DefaultC_PHC_4
schafSNPX-area-00173-cut0025-config4.hsq 0.067508 0.018624 0.00012274 area 0.000557909090909091 area TRUE lh.17Networks_LH_DefaultC_PHC_5
schafSNPX-area-00174-cut0025-config4.hsq 0.084094 0.018556 1.1501e-06 area 1.19802083333333e-05 area TRUE lh.17Networks_LH_DefaultC_PHC_6
schafSNPX-area-00175-cut0025-config4.hsq 0.043812 0.017819 0.004849 area 0.0125621761658031 area TRUE lh.17Networks_LH_DefaultC_Rsp_1
schafSNPX-area-00176-cut0025-config4.hsq 0.049106 0.018195 0.0026166 area 0.0077875 area TRUE lh.17Networks_LH_DefaultC_Rsp_2
schafSNPX-area-00177-cut0025-config4.hsq 0.067025 0.018468 9.4406e-05 area 0.000445311320754717 area TRUE lh.17Networks_LH_DefaultC_Rsp_3
schafSNPX-area-00178-cut0025-config4.hsq 0.098268 0.018604 1.2114e-08 area 2.52375e-07 area TRUE lh.17Networks_LH_DefaultC_Rsp_4
