roi a2 a2cilwr a2ciupr c2 e2 pA pC LL_ACE LL_CE LL_AE
AI.lh.17Networks_LH_ContA_PFClv_1.mgh.label_matrix024.csv 0.008 3.58927964671625e-37 0.115153552104594 0 0.992 0.884 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContA_PFClv_2.mgh.label_matrix025.csv 0.029 0 0.13991527674992 0 0.971 0.803 1 2940.6 2940.6 2940.6
AI.lh.17Networks_LH_ContA_PFClv_3.mgh.label_matrix026.csv 0.135 0 0.247826885823025 0 0.865 0.406 1 2934.8 2935.5 2934.8
AI.lh.17Networks_LH_ContA_PFClv_4.mgh.label_matrix027.csv 0 0 0.0389841989095289 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContA_PFClv_5.mgh.label_matrix028.csv 0.018 1.31187923039173e-39 0.127496512682187 0 0.982 0.851 1 2940.8 2940.8 2940.8
AI.lh.17Networks_LH_ContA_Temp_1.mgh.label_matrix029.csv 0.018 1.51738322949698e-39 0.124681738916438 0 0.982 0.804 1 2940.8 2940.8 2940.8
AI.lh.17Networks_LH_ContA_Temp_2.mgh.label_matrix030.csv 0.044 0 0.155796577491356 0 0.955 0.804 0.997 2940.2 2940.2 2940.2
AI.lh.17Networks_LH_ContA_Temp_3.mgh.label_matrix031.csv 0.071 8.71511174305355e-32 0.182867279258067 0 0.929 0.415 1 2939.2 2939.8 2939.2
AI.lh.17Networks_LH_ContB_IPL_1.mgh.label_matrix032.csv 0.025 0 0.139237390028118 0 0.975 0.657 1 2940.7 2940.9 2940.7
AI.lh.17Networks_LH_ContB_IPL_2.mgh.label_matrix033.csv 0.121 1.74199994009906e-39 0.23592108262715 0 0.879 0.367 1 2936.2 2937 2936.2
AI.lh.17Networks_LH_ContB_IPL_3.mgh.label_matrix034.csv 0.046 8.77609985380336e-30 0.159402574092285 0 0.954 0.523 1 2940.2 2940.6 2940.2
AI.lh.17Networks_LH_ContB_IPL_4.mgh.label_matrix035.csv 0 7.24360870310247e-27 0.0765905449195906 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContB_IPL_5.mgh.label_matrix036.csv 0.018 0 0.136968084908728 0 0.982 0.758 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_ContB_IPL_6.mgh.label_matrix037.csv 0.156 7.9538863858191e-38 0.267657788346977 0 0.844 0.245 1 2932.8 2934.2 2932.8
AI.lh.17Networks_LH_ContB_IPL_7.mgh.label_matrix038.csv 0.036 4.18352843398137e-38 0.142793462460381 0 0.964 0.626 1 2940.4 2940.6 2940.4
AI.lh.17Networks_LH_ContB_IPL_8.mgh.label_matrix039.csv 0 4.28323318698289e-35 0.0870197308546526 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContB_PFCd_1.mgh.label_matrix040.csv 0 0 0.132497104076107 0.02 0.98 1 0.73 2940.5 2940.5 2940.6
AI.lh.17Networks_LH_ContB_PFCd_2.mgh.label_matrix041.csv 0.01 1.07692625356348e-12 0.115954826485086 0 0.99 0.855 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_ContB_PFCd_3.mgh.label_matrix042.csv 0 2.29587293139688e-27 0.0986254219616084 0.003 0.997 1 0.918 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContB_PFCl_1.mgh.label_matrix043.csv 0.043 1.51639906803095e-31 0.157776782475953 0 0.957 0.444 1 2940.3 2940.9 2940.3
AI.lh.17Networks_LH_ContB_PFCl_2.mgh.label_matrix044.csv 0 1.80672151137866e-25 0.10604335800739 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContB_PFCl_3.mgh.label_matrix045.csv 0 0 0.11306146187804 0.016 0.984 1 0.641 2940.6 2940.6 2940.9
AI.lh.17Networks_LH_ContB_PFClv_1.mgh.label_matrix046.csv 0.065 8.06210302568413e-31 0.171967936011284 0 0.935 0.504 1 2939.3 2939.7 2939.3
AI.lh.17Networks_LH_ContB_PFClv_2.mgh.label_matrix047.csv 0.089 2.89031811543632e-38 0.203943606724264 0 0.911 0.407 1 2938.4 2939.1 2938.4
AI.lh.17Networks_LH_ContB_PFClv_3.mgh.label_matrix048.csv 0.021 9.11469454549543e-33 0.253727255299896 0.082 0.897 0.908 0.452 2933 2933 2933.6
AI.lh.17Networks_LH_ContB_PFClv_4.mgh.label_matrix049.csv 0 8.61126370678308e-31 0.10134201833047 0.014 0.986 1 0.665 2940.7 2940.7 2940.9
AI.lh.17Networks_LH_ContB_PFClv_5.mgh.label_matrix050.csv 0 8.47010428271171e-38 0.224215304706369 0.097 0.903 1 0.261 2932.9 2932.9 2934.2
AI.lh.17Networks_LH_ContB_PFCmp_1.mgh.label_matrix051.csv 0 2.93411889388183e-29 0.192815845647379 0.057 0.943 1 0.579 2938.1 2938.1 2938.4
AI.lh.17Networks_LH_ContB_PFCmp_2.mgh.label_matrix052.csv 0.098 6.26124493671118e-26 0.250454264532061 0.027 0.875 0.579 0.8 2934.1 2934.4 2934.1
AI.lh.17Networks_LH_ContB_Temp_1.mgh.label_matrix053.csv 0 2.90672328570334e-32 0.10473072186571 0.007 0.993 1 0.847 2940.8 2940.8 2940.9
AI.lh.17Networks_LH_ContB_Temp_2.mgh.label_matrix054.csv 0 3.41043678007153e-36 0.0870691331142878 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContB_Temp_3.mgh.label_matrix055.csv 0 2.66460146865253e-32 0.161390553272708 0.045 0.955 1 0.468 2938.7 2938.7 2939.3
AI.lh.17Networks_LH_ContB_Temp_4.mgh.label_matrix056.csv 0.016 0 0.126035299265626 0 0.984 0.763 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_ContC_Cingp_1.mgh.label_matrix057.csv 0.096 4.54487815289019e-25 0.20278895844167 0 0.904 0.4 1 2937.5 2938.2 2937.5
AI.lh.17Networks_LH_ContC_Cingp_2.mgh.label_matrix058.csv 0 0 0.13875217469874 0.022 0.978 1 0.791 2940.4 2940.4 2940.4
AI.lh.17Networks_LH_ContC_Cingp_3.mgh.label_matrix059.csv 0.066 7.07046252679307e-31 0.172097658529769 0 0.934 0.548 1 2939.3 2939.6 2939.3
AI.lh.17Networks_LH_ContC_Cingp_4.mgh.label_matrix060.csv 0.013 6.62018465842286e-35 0.227182455907752 0.07 0.917 0.946 0.54 2935 2935.1 2935.4
AI.lh.17Networks_LH_ContC_Cingp_5.mgh.label_matrix061.csv 0.002 5.66649439790229e-31 0.19768205431743 0.057 0.941 0.991 0.625 2938.2 2938.2 2938.4
AI.lh.17Networks_LH_ContC_Cingp_6.mgh.label_matrix062.csv 0.158 1.32143694157241e-30 0.269777578771313 0 0.842 0.194 1 2932.8 2934.5 2932.8
AI.lh.17Networks_LH_ContC_pCun_1.mgh.label_matrix063.csv 0 1.46832321301946e-31 0.074998665399045 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContC_pCun_10.mgh.label_matrix064.csv 0 8.97578877052686e-22 0.0681151389365351 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContC_pCun_11.mgh.label_matrix065.csv 0 2.95291050685097e-31 0.0876253598782469 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContC_pCun_12.mgh.label_matrix066.csv 0.04 0 0.14486853602647 0 0.96 0.51 1 2940.3 2940.7 2940.3
AI.lh.17Networks_LH_ContC_pCun_13.mgh.label_matrix067.csv 0 1.73652201342727e-28 0.11625526962083 0.026 0.974 1 0.48 2940.3 2940.3 2940.8
AI.lh.17Networks_LH_ContC_pCun_2.mgh.label_matrix068.csv 0 7.70677133963706e-37 0.118089935381884 0.034 0.966 1 0.341 2939.7 2939.7 2940.6
AI.lh.17Networks_LH_ContC_pCun_3.mgh.label_matrix069.csv 0.064 0 0.180122404705513 0 0.936 0.516 1 2939.6 2940 2939.6
AI.lh.17Networks_LH_ContC_pCun_4.mgh.label_matrix070.csv 0 4.86613414057221e-37 0.252082328997333 0.105 0.895 1 0.281 2930.9 2930.9 2932.1
AI.lh.17Networks_LH_ContC_pCun_5.mgh.label_matrix071.csv 0.059 4.48117374066376e-31 0.163850404053287 0 0.941 0.541 1 2939.6 2939.9 2939.6
AI.lh.17Networks_LH_ContC_pCun_6.mgh.label_matrix072.csv 0.04 4.73872370287503e-17 0.148312304236761 0 0.96 0.692 1 2940.3 2940.5 2940.3
AI.lh.17Networks_LH_ContC_pCun_7.mgh.label_matrix073.csv 0 1.18594320345008e-35 0.0928341961608268 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContC_pCun_8.mgh.label_matrix074.csv 0 0 0.104989749514524 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_ContC_pCun_9.mgh.label_matrix075.csv 0 1.67578781842614e-31 0.0748160801641055 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_IPL_1.mgh.label_matrix076.csv 0 4.29822944351995e-40 0.0755792930955356 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_IPL_2.mgh.label_matrix077.csv 0 0 0.0621755218907 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_IPL_3.mgh.label_matrix078.csv 0.007 0 0.115480279219215 0 0.993 0.901 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_IPL_4.mgh.label_matrix079.csv 0 8.6462574241368e-31 0.0769872844304405 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_IPL_5.mgh.label_matrix080.csv 0 0 0.0515518620155645 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_IPL_6.mgh.label_matrix081.csv 0 0 0.141976961245466 0.022 0.978 1 0.788 2940.4 2940.4 2940.5
AI.lh.17Networks_LH_DefaultA_IPL_7.mgh.label_matrix082.csv 0 1.60291337171216e-34 0.125065541422192 0.024 0.976 1 0.534 2940.3 2940.3 2940.7
AI.lh.17Networks_LH_DefaultA_pCunPCC_1.mgh.label_matrix099.csv 0 4.14418695813374e-31 0.133449900081092 0.025 0.975 1 0.625 2940.3 2940.3 2940.5
AI.lh.17Networks_LH_DefaultA_pCunPCC_10.mgh.label_matrix100.csv 0 0 0.0832145071647254 0.012 0.988 1 0.689 2940.7 2940.7 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_11.mgh.label_matrix101.csv 0 1.88071006870867e-35 0.100236555738339 0.003 0.997 1 0.921 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_12.mgh.label_matrix102.csv 0.052 0 0.163098665744962 0 0.948 0.435 1 2939.9 2940.5 2939.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_13.mgh.label_matrix103.csv 0.106 4.12928540538206e-38 0.221890571441935 0 0.894 0.338 1 2937.4 2938.3 2937.4
AI.lh.17Networks_LH_DefaultA_pCunPCC_14.mgh.label_matrix104.csv 0 1.73511462652183e-29 0.0846204377900456 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_15.mgh.label_matrix105.csv 0.18 1.97478367294338e-43 0.291474518316085 0 0.82 0.058 1 2930.1 2933.7 2930.1
AI.lh.17Networks_LH_DefaultA_pCunPCC_16.mgh.label_matrix106.csv 0.127 0.017889138065 0.238762579699607 0 0.873 0.215 1 2935.6 2937.1 2935.6
AI.lh.17Networks_LH_DefaultA_pCunPCC_17.mgh.label_matrix107.csv 0 1.47691893445966e-36 0.0515464345560936 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_18.mgh.label_matrix108.csv 0 0 0.0923944796287762 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_19.mgh.label_matrix109.csv 0 0 0.148123807750258 0.059 0.941 1 0.206 2937.6 2937.6 2939.2
AI.lh.17Networks_LH_DefaultA_pCunPCC_2.mgh.label_matrix110.csv 0.007 1.73481630957242e-37 0.121943192434369 0 0.993 0.9 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_20.mgh.label_matrix111.csv 0 3.0993940533785e-33 0.0668430015452705 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_21.mgh.label_matrix112.csv 0 1.73043582175407e-29 0.15103388377882 0.033 0.967 1 0.64 2939.9 2939.9 2940.1
AI.lh.17Networks_LH_DefaultA_pCunPCC_22.mgh.label_matrix113.csv 0 7.73444623833502e-33 0.097020085433652 0.003 0.997 1 0.919 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_3.mgh.label_matrix114.csv 0.095 1.72353572273512e-31 0.209825144788952 0 0.905 0.19 1 2937.9 2939.6 2937.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_4.mgh.label_matrix115.csv 0.05 2.46959520883332e-34 0.159324220757079 0 0.95 0.391 1 2940 2940.7 2940
AI.lh.17Networks_LH_DefaultA_pCunPCC_5.mgh.label_matrix116.csv 0.043 0 0.148046636433995 0 0.957 0.583 1 2940.2 2940.5 2940.2
AI.lh.17Networks_LH_DefaultA_pCunPCC_6.mgh.label_matrix117.csv 0.032 3.63432530059425e-37 0.142413987048139 0 0.968 0.686 1 2940.5 2940.7 2940.5
AI.lh.17Networks_LH_DefaultA_pCunPCC_7.mgh.label_matrix118.csv 0 3.07435329329223e-18 0.0699596670789321 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_pCunPCC_8.mgh.label_matrix119.csv 0 1.09135329422914e-43 0.189688999393067 0.062 0.938 1 0.324 2936.6 2936.6 2937.6
AI.lh.17Networks_LH_DefaultA_pCunPCC_9.mgh.label_matrix120.csv 0.065 3.80852406654649e-30 0.172529016602931 0 0.935 0.367 1 2939.4 2940.2 2939.4
AI.lh.17Networks_LH_DefaultA_PFCd_1.mgh.label_matrix083.csv 0 0 0.13517660548176 0.058 0.942 1 0.171 2937.5 2937.5 2939.4
AI.lh.17Networks_LH_DefaultA_PFCd_2.mgh.label_matrix084.csv 0 0 0.101085063032106 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultA_PFCd_3.mgh.label_matrix085.csv 0.069 2.96793429102829e-31 0.179562932427687 0 0.931 0.447 1 2939.3 2939.8 2939.3
AI.lh.17Networks_LH_DefaultA_PFCd_4.mgh.label_matrix086.csv 0.014 1.88961753665585e-28 0.12329455618719 0 0.986 0.788 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_DefaultA_PFCm_1.mgh.label_matrix087.csv 0.026 0 0.134543220303276 0 0.974 0.682 1 2940.6 2940.8 2940.6
AI.lh.17Networks_LH_DefaultA_PFCm_10.mgh.label_matrix088.csv 0.074 2.9890594007295e-32 0.187265465463123 0 0.926 0.354 1 2939.1 2940 2939.1
AI.lh.17Networks_LH_DefaultA_PFCm_11.mgh.label_matrix089.csv 0.105 8.84240966881975e-34 0.216475977337332 0 0.895 0.393 1 2937.2 2937.9 2937.2
AI.lh.17Networks_LH_DefaultA_PFCm_12.mgh.label_matrix090.csv 0.085 3.4683864553471e-39 0.197119901317532 0 0.915 0.237 1 2938.4 2939.8 2938.4
AI.lh.17Networks_LH_DefaultA_PFCm_2.mgh.label_matrix091.csv 0 0 0.191568335280369 0.059 0.941 1 0.504 2937.8 2937.8 2938.3
AI.lh.17Networks_LH_DefaultA_PFCm_3.mgh.label_matrix092.csv 0.102 2.89514799684109e-25 0.217510797585523 0 0.898 0.168 1 2937.5 2939.4 2937.5
AI.lh.17Networks_LH_DefaultA_PFCm_4.mgh.label_matrix093.csv 0.011 3.03434752030821e-27 0.118913811528918 0 0.989 0.849 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_DefaultA_PFCm_5.mgh.label_matrix094.csv 0.021 1.36490635017807e-20 0.236178241429935 0.072 0.906 0.905 0.496 2933.8 2933.8 2934.3
AI.lh.17Networks_LH_DefaultA_PFCm_6.mgh.label_matrix095.csv 0.01 0 0.188810786953674 0.047 0.943 0.953 0.661 2938.1 2938.2 2938.3
AI.lh.17Networks_LH_DefaultA_PFCm_7.mgh.label_matrix096.csv 0.026 1.8495072021468e-16 0.135882944099898 0 0.974 0.634 1 2940.7 2940.9 2940.7
AI.lh.17Networks_LH_DefaultA_PFCm_8.mgh.label_matrix097.csv 0.117 0.0116489031895857 0.231318722316996 0 0.883 0.421 1 2936.3 2937 2936.3
AI.lh.17Networks_LH_DefaultA_PFCm_9.mgh.label_matrix098.csv 0.186 0.0175323283894603 0.301271662730174 0 0.814 0.036 1 2929.9 2934.3 2929.9
AI.lh.17Networks_LH_DefaultB_IPL_1.mgh.label_matrix121.csv 0 0 0.0767491431352079 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_IPL_2.mgh.label_matrix122.csv 0.012 0 0.128530606393685 0.006 0.982 0.947 0.954 2940.7 2940.7 2940.7
AI.lh.17Networks_LH_DefaultB_IPL_3.mgh.label_matrix123.csv 0 5.54312707223916e-28 0.183234101045723 0.054 0.946 1 0.532 2938 2938 2938.4
AI.lh.17Networks_LH_DefaultB_IPL_4.mgh.label_matrix124.csv 0 1.3263476008199e-27 0.0632301281744695 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_IPL_5.mgh.label_matrix125.csv 0 0 0.0552011920534774 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_IPL_6.mgh.label_matrix126.csv 0 6.03771692123185e-27 0.0713296037596582 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_IPL_7.mgh.label_matrix127.csv 0 1.24345730248048e-25 0.0823040946364101 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_IPL_8.mgh.label_matrix128.csv 0.049 3.29049216355579e-26 0.160289895965504 0 0.951 0.47 1 2940 2940.6 2940
AI.lh.17Networks_LH_DefaultB_IPL_9.mgh.label_matrix129.csv 0 0 0.0425444343401452 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_PFCd_1.mgh.label_matrix130.csv 0 7.93893277308073e-39 0.104872889624132 0.005 0.995 1 0.867 2940.8 2940.8 2940.9
AI.lh.17Networks_LH_DefaultB_PFCd_10.mgh.label_matrix131.csv 0 1.7048880047136e-37 0.0721271797511137 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_PFCd_11.mgh.label_matrix132.csv 0 4.25467546932123e-42 0.128531499083971 0.022 0.978 1 0.63 2940.5 2940.5 2940.7
AI.lh.17Networks_LH_DefaultB_PFCd_12.mgh.label_matrix133.csv 0.042 0 0.152928905403039 0 0.958 0.517 1 2940.3 2940.7 2940.3
AI.lh.17Networks_LH_DefaultB_PFCd_2.mgh.label_matrix134.csv 0 4.37264237978869e-13 0.14102172508544 0.034 0.966 1 0.466 2939.8 2939.8 2940.3
AI.lh.17Networks_LH_DefaultB_PFCd_3.mgh.label_matrix135.csv 0 0 0.130780467457406 0.034 0.966 1 0.394 2939.8 2939.8 2940.6
AI.lh.17Networks_LH_DefaultB_PFCd_4.mgh.label_matrix136.csv 0.041 0 0.154956273973149 0 0.959 0.788 1 2940.3 2940.4 2940.3
AI.lh.17Networks_LH_DefaultB_PFCd_5.mgh.label_matrix137.csv 0 0 0.146603089736453 0.022 0.978 1 0.776 2940.4 2940.4 2940.5
AI.lh.17Networks_LH_DefaultB_PFCd_6.mgh.label_matrix138.csv 0 0 0.0816223430218979 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_PFCd_7.mgh.label_matrix139.csv 0 0 0.0723715361893053 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_PFCd_8.mgh.label_matrix140.csv 0 4.55984348422783e-22 0.0791624223972471 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_PFCd_9.mgh.label_matrix141.csv 0.056 0 0.166533310542127 0 0.944 0.383 1 2939.8 2940.5 2939.8
AI.lh.17Networks_LH_DefaultB_PFCl_1.mgh.label_matrix142.csv 0.037 0 0.146821019616483 0 0.963 0.639 1 2940.4 2940.6 2940.4
AI.lh.17Networks_LH_DefaultB_PFCl_2.mgh.label_matrix143.csv 0.033 1.20544554593767e-26 0.14766115574758 0 0.967 0.583 1 2940.5 2940.8 2940.5
AI.lh.17Networks_LH_DefaultB_PFCv_1.mgh.label_matrix144.csv 0 1.71535968456526e-33 0.0533902205409925 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_PFCv_2.mgh.label_matrix145.csv 0.104 0.00226782553693553 0.210615127130779 0 0.896 0.181 1 2936.8 2938.6 2936.8
AI.lh.17Networks_LH_DefaultB_PFCv_3.mgh.label_matrix146.csv 0 1.18121647765879e-38 0.0998271657684914 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_PFCv_4.mgh.label_matrix147.csv 0.056 2.13820524392336e-27 0.163949998911924 0 0.944 0.429 1 2939.7 2940.4 2939.7
AI.lh.17Networks_LH_DefaultB_PFCv_5.mgh.label_matrix148.csv 0.057 0 0.167399316063209 0 0.943 0.542 1 2939.7 2940.1 2939.7
AI.lh.17Networks_LH_DefaultB_PFCv_6.mgh.label_matrix149.csv 0.073 6.59152593979105e-32 0.187269228278176 0 0.927 0.28 1 2939.2 2940.3 2939.2
AI.lh.17Networks_LH_DefaultB_PFCv_7.mgh.label_matrix150.csv 0.137 1.07747713423896e-34 0.246479699670615 0 0.863 0.345 1 2934.3 2935.2 2934.3
AI.lh.17Networks_LH_DefaultB_PFCv_8.mgh.label_matrix151.csv 0 0 0.0780632745963126 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_PFCv_9.mgh.label_matrix152.csv 0 0 0.110579159537888 0.013 0.987 1 0.689 2940.7 2940.7 2940.9
AI.lh.17Networks_LH_DefaultB_Temp_1.mgh.label_matrix153.csv 0.012 0 0.119148818403103 0 0.988 0.824 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_DefaultB_Temp_10.mgh.label_matrix154.csv 0.089 3.13916063892753e-34 0.198253765178515 0 0.911 0.303 1 2938 2939.1 2938
AI.lh.17Networks_LH_DefaultB_Temp_11.mgh.label_matrix155.csv 0 0 0.0538008906541068 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultB_Temp_12.mgh.label_matrix156.csv 0.048 0 0.162927640184607 0.005 0.947 0.785 0.965 2939.7 2939.8 2939.7
AI.lh.17Networks_LH_DefaultB_Temp_13.mgh.label_matrix157.csv 0 1.63142129471696e-31 0.111387647366657 0.019 0.981 1 0.58 2940.5 2940.5 2940.8
AI.lh.17Networks_LH_DefaultB_Temp_2.mgh.label_matrix158.csv 0.171 4.7394857416931e-43 0.277419215868226 0 0.829 0.174 1 2930.1 2931.9 2930.1
AI.lh.17Networks_LH_DefaultB_Temp_3.mgh.label_matrix159.csv 0 1.30276455919745e-28 0.205104766159566 0.078 0.922 1 0.352 2935.1 2935.1 2935.9
AI.lh.17Networks_LH_DefaultB_Temp_4.mgh.label_matrix160.csv 0.088 6.46208151752685e-35 0.195928932951785 0 0.912 0.578 1 2938.1 2938.4 2938.1
AI.lh.17Networks_LH_DefaultB_Temp_5.mgh.label_matrix161.csv 0.037 0 0.23032822846823 0.057 0.906 0.834 0.594 2934.8 2934.9 2935.1
AI.lh.17Networks_LH_DefaultB_Temp_6.mgh.label_matrix162.csv 0.137 2.96156253028386e-16 0.248778250608228 0 0.863 0.221 1 2934.7 2936.2 2934.7
