label h2 SE sig meas FDR type bin name
schafSNPX-thickness-00020-cut0025-config4.hsq 0.039909 0.017678 0.0085452 thickness 0.0619217391304348 thickness FALSE lh.17Networks_LH_ContA_PFCl_6
schafSNPX-thickness-00021-cut0025-config4.hsq 1e-06 0.017201 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContA_PFCl_7
schafSNPX-thickness-00022-cut0025-config4.hsq 1e-06 0.017347 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContA_PFCl_8
schafSNPX-thickness-00023-cut0025-config4.hsq 1e-06 0.017785 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContA_PFCl_9
schafSNPX-thickness-00024-cut0025-config4.hsq 0.009336 0.017327 0.29057 thickness 0.450263157894737 thickness FALSE lh.17Networks_LH_ContA_PFClv_1
schafSNPX-thickness-00025-cut0025-config4.hsq 0.0067 0.016584 0.33414 thickness 0.488508771929825 thickness FALSE lh.17Networks_LH_ContA_PFClv_2
schafSNPX-thickness-00026-cut0025-config4.hsq 1e-06 0.017557 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContA_PFClv_3
schafSNPX-thickness-00027-cut0025-config4.hsq 0.004811 0.016633 0.38036 thickness 0.5 thickness FALSE lh.17Networks_LH_ContA_PFClv_4
schafSNPX-thickness-00028-cut0025-config4.hsq 1e-06 0.01772 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContA_PFClv_5
schafSNPX-thickness-00029-cut0025-config4.hsq 0.027623 0.018031 0.060879 thickness 0.203406666666667 thickness FALSE lh.17Networks_LH_ContA_Temp_1
schafSNPX-thickness-00030-cut0025-config4.hsq 0.019621 0.01767 0.12836 thickness 0.284933628318584 thickness FALSE lh.17Networks_LH_ContA_Temp_2
schafSNPX-thickness-00031-cut0025-config4.hsq 0.028993 0.018387 0.060635 thickness 0.203406666666667 thickness FALSE lh.17Networks_LH_ContA_Temp_3
schafSNPX-thickness-00032-cut0025-config4.hsq 0.010623 0.017826 0.27734 thickness 0.436069182389937 thickness FALSE lh.17Networks_LH_ContB_IPL_1
schafSNPX-thickness-00033-cut0025-config4.hsq 0.011976 0.017734 0.24967 thickness 0.412516447368421 thickness FALSE lh.17Networks_LH_ContB_IPL_2
schafSNPX-thickness-00034-cut0025-config4.hsq 0.056716 0.018225 0.00061496 thickness 0.0146419047619048 thickness TRUE lh.17Networks_LH_ContB_IPL_3
schafSNPX-thickness-00035-cut0025-config4.hsq 0.002408 0.017705 0.44678 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_IPL_4
schafSNPX-thickness-00036-cut0025-config4.hsq 0.033434 0.018022 0.029414 thickness 0.141472727272727 thickness FALSE lh.17Networks_LH_ContB_IPL_5
schafSNPX-thickness-00037-cut0025-config4.hsq 1e-06 0.017949 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_IPL_6
schafSNPX-thickness-00038-cut0025-config4.hsq 0.023515 0.017775 0.088037 thickness 0.243196132596685 thickness FALSE lh.17Networks_LH_ContB_IPL_7
schafSNPX-thickness-00039-cut0025-config4.hsq 0.026788 0.017989 0.066746 thickness 0.212566878980892 thickness FALSE lh.17Networks_LH_ContB_IPL_8
schafSNPX-thickness-00040-cut0025-config4.hsq 1e-06 0.017936 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_PFCd_1
schafSNPX-thickness-00041-cut0025-config4.hsq 1e-06 0.017539 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_PFCd_2
schafSNPX-thickness-00042-cut0025-config4.hsq 0.015966 0.017658 0.17926 thickness 0.348088803088803 thickness FALSE lh.17Networks_LH_ContB_PFCd_3
schafSNPX-thickness-00043-cut0025-config4.hsq 1e-06 0.017866 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_PFCl_1
schafSNPX-thickness-00044-cut0025-config4.hsq 1e-06 0.017629 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_PFCl_2
schafSNPX-thickness-00045-cut0025-config4.hsq 1e-06 0.017693 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_PFCl_3
schafSNPX-thickness-00046-cut0025-config4.hsq 0.011168 0.017661 0.26281 thickness 0.422387820512821 thickness FALSE lh.17Networks_LH_ContB_PFClv_1
schafSNPX-thickness-00047-cut0025-config4.hsq 0.005634 0.017424 0.37221 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_PFClv_2
schafSNPX-thickness-00048-cut0025-config4.hsq 0.02241 0.017683 0.097622 thickness 0.258259259259259 thickness FALSE lh.17Networks_LH_ContB_PFClv_3
schafSNPX-thickness-00049-cut0025-config4.hsq 1e-06 0.017525 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_PFClv_4
schafSNPX-thickness-00050-cut0025-config4.hsq 0.016181 0.017713 0.17836 thickness 0.348088803088803 thickness FALSE lh.17Networks_LH_ContB_PFClv_5
schafSNPX-thickness-00051-cut0025-config4.hsq 0.00892 0.0172 0.2967 thickness 0.45787037037037 thickness FALSE lh.17Networks_LH_ContB_PFCmp_1
schafSNPX-thickness-00052-cut0025-config4.hsq 0.012197 0.01734 0.23483 thickness 0.397989864864865 thickness FALSE lh.17Networks_LH_ContB_PFCmp_2
schafSNPX-thickness-00053-cut0025-config4.hsq 0.032314 0.018012 0.033663 thickness 0.148951327433628 thickness FALSE lh.17Networks_LH_ContB_Temp_1
schafSNPX-thickness-00054-cut0025-config4.hsq 0.020636 0.0173 0.10565 thickness 0.26115763546798 thickness FALSE lh.17Networks_LH_ContB_Temp_2
schafSNPX-thickness-00055-cut0025-config4.hsq 1e-06 0.017501 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContB_Temp_3
schafSNPX-thickness-00056-cut0025-config4.hsq 0.032231 0.018275 0.039538 thickness 0.156896825396825 thickness FALSE lh.17Networks_LH_ContB_Temp_4
schafSNPX-thickness-00057-cut0025-config4.hsq 0.0389 0.018154 0.014605 thickness 0.0901543209876543 thickness FALSE lh.17Networks_LH_ContC_Cingp_1
schafSNPX-thickness-00058-cut0025-config4.hsq 0.049984 0.018428 0.0030769 thickness 0.0366297619047619 thickness TRUE lh.17Networks_LH_ContC_Cingp_2
schafSNPX-thickness-00059-cut0025-config4.hsq 0.013754 0.018233 0.23237 thickness 0.397989864864865 thickness FALSE lh.17Networks_LH_ContC_Cingp_3
schafSNPX-thickness-00060-cut0025-config4.hsq 0.016331 0.017665 0.17405 thickness 0.345337301587302 thickness FALSE lh.17Networks_LH_ContC_Cingp_4
schafSNPX-thickness-00061-cut0025-config4.hsq 0.053284 0.018591 0.0020817 thickness 0.03237 thickness TRUE lh.17Networks_LH_ContC_Cingp_5
schafSNPX-thickness-00062-cut0025-config4.hsq 0.063674 0.018488 0.00019402 thickness 0.00563666666666667 thickness TRUE lh.17Networks_LH_ContC_Cingp_6
schafSNPX-thickness-00063-cut0025-config4.hsq 0.005154 0.017179 0.37968 thickness 0.5 thickness FALSE lh.17Networks_LH_ContC_pCun_10
schafSNPX-thickness-00064-cut0025-config4.hsq 1e-06 0.016859 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContC_pCun_11
schafSNPX-thickness-00065-cut0025-config4.hsq 0.030376 0.018168 0.046732 thickness 0.175684210526316 thickness FALSE lh.17Networks_LH_ContC_pCun_12
schafSNPX-thickness-00066-cut0025-config4.hsq 0.020126 0.017703 0.12234 thickness 0.275540540540541 thickness FALSE lh.17Networks_LH_ContC_pCun_13
schafSNPX-thickness-00067-cut0025-config4.hsq 0.025877 0.017972 0.073184 thickness 0.220239644970414 thickness FALSE lh.17Networks_LH_ContC_pCun_1
schafSNPX-thickness-00068-cut0025-config4.hsq 0.002727 0.017064 0.43508 thickness 0.5 thickness FALSE lh.17Networks_LH_ContC_pCun_2
schafSNPX-thickness-00069-cut0025-config4.hsq 0.011263 0.017164 0.24775 thickness 0.412516447368421 thickness FALSE lh.17Networks_LH_ContC_pCun_3
schafSNPX-thickness-00070-cut0025-config4.hsq 0.038169 0.018219 0.016836 thickness 0.0975786516853933 thickness FALSE lh.17Networks_LH_ContC_pCun_4
schafSNPX-thickness-00071-cut0025-config4.hsq 0.008883 0.017808 0.31044 thickness 0.470357142857143 thickness FALSE lh.17Networks_LH_ContC_pCun_5
schafSNPX-thickness-00072-cut0025-config4.hsq 1e-06 0.017142 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContC_pCun_6
schafSNPX-thickness-00073-cut0025-config4.hsq 1e-06 0.017644 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContC_pCun_7
schafSNPX-thickness-00074-cut0025-config4.hsq 1e-06 0.016876 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_ContC_pCun_8
schafSNPX-thickness-00075-cut0025-config4.hsq 0.008729 0.017925 0.31608 thickness 0.470357142857143 thickness FALSE lh.17Networks_LH_ContC_pCun_9
schafSNPX-thickness-00076-cut0025-config4.hsq 0.039092 0.018312 0.015928 thickness 0.0953809523809524 thickness FALSE lh.17Networks_LH_DefaultA_IPL_1
schafSNPX-thickness-00077-cut0025-config4.hsq 0.024259 0.017932 0.085335 thickness 0.241814606741573 thickness FALSE lh.17Networks_LH_DefaultA_IPL_2
schafSNPX-thickness-00078-cut0025-config4.hsq 0.036608 0.017973 0.017967 thickness 0.0987197802197802 thickness FALSE lh.17Networks_LH_DefaultA_IPL_3
schafSNPX-thickness-00079-cut0025-config4.hsq 0.013769 0.018099 0.22796 thickness 0.397142857142857 thickness FALSE lh.17Networks_LH_DefaultA_IPL_4
schafSNPX-thickness-00080-cut0025-config4.hsq 0.006204 0.017807 0.36576 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_IPL_5
schafSNPX-thickness-00081-cut0025-config4.hsq 0.003664 0.017865 0.42068 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_IPL_6
schafSNPX-thickness-00082-cut0025-config4.hsq 0.011816 0.018161 0.26307 thickness 0.422387820512821 thickness FALSE lh.17Networks_LH_DefaultA_IPL_7
schafSNPX-thickness-00083-cut0025-config4.hsq 0.021752 0.018186 0.11868 thickness 0.271199095022624 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_10
schafSNPX-thickness-00084-cut0025-config4.hsq 0.043983 0.018121 0.0061092 thickness 0.0523783333333333 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_11
schafSNPX-thickness-00085-cut0025-config4.hsq 0.027007 0.017796 0.059728 thickness 0.203406666666667 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_12
schafSNPX-thickness-00086-cut0025-config4.hsq 0.028935 0.018167 0.05481 thickness 0.196203571428571 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_13
schafSNPX-thickness-00087-cut0025-config4.hsq 1e-06 0.017949 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_14
schafSNPX-thickness-00088-cut0025-config4.hsq 0.085731 0.018609 6.7729e-07 thickness 3.88477777777778e-05 thickness TRUE lh.17Networks_LH_DefaultA_pCunPCC_15
schafSNPX-thickness-00089-cut0025-config4.hsq 0.081514 0.018712 3.617e-06 thickness 0.00018085 thickness TRUE lh.17Networks_LH_DefaultA_pCunPCC_16
schafSNPX-thickness-00090-cut0025-config4.hsq 0.011228 0.017914 0.26793 thickness 0.426640127388535 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_17
schafSNPX-thickness-00091-cut0025-config4.hsq 1e-06 0.017194 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_18
schafSNPX-thickness-00092-cut0025-config4.hsq 0.032153 0.017721 0.029268 thickness 0.141472727272727 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_19
schafSNPX-thickness-00093-cut0025-config4.hsq 0.03341 0.01851 0.038219 thickness 0.156896825396825 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_1
schafSNPX-thickness-00094-cut0025-config4.hsq 0.005099 0.017313 0.38256 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_20
schafSNPX-thickness-00095-cut0025-config4.hsq 0.02619 0.017885 0.068194 thickness 0.214817610062893 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_21
schafSNPX-thickness-00096-cut0025-config4.hsq 0.000544 0.017101 0.48711 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_22
schafSNPX-thickness-00097-cut0025-config4.hsq 0.005682 0.017957 0.37897 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_2
schafSNPX-thickness-00098-cut0025-config4.hsq 0.048138 0.018093 0.002912 thickness 0.0355121951219512 thickness TRUE lh.17Networks_LH_DefaultA_pCunPCC_3
schafSNPX-thickness-00099-cut0025-config4.hsq 0.003739 0.017761 0.41801 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_4
schafSNPX-thickness-00100-cut0025-config4.hsq 0.057758 0.018478 0.00075805 thickness 0.0172284090909091 thickness TRUE lh.17Networks_LH_DefaultA_pCunPCC_5
schafSNPX-thickness-00101-cut0025-config4.hsq 0.003114 0.017661 0.43086 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_6
schafSNPX-thickness-00102-cut0025-config4.hsq 1e-06 0.017356 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_7
schafSNPX-thickness-00103-cut0025-config4.hsq 0.018874 0.017838 0.14338 thickness 0.29844398340249 thickness FALSE lh.17Networks_LH_DefaultA_pCunPCC_8
schafSNPX-thickness-00104-cut0025-config4.hsq 0.052905 0.018072 0.0010282 thickness 0.0197730769230769 thickness TRUE lh.17Networks_LH_DefaultA_pCunPCC_9
schafSNPX-thickness-00105-cut0025-config4.hsq 1e-06 0.017523 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_PFCd_1
schafSNPX-thickness-00106-cut0025-config4.hsq 0.00844 0.017623 0.31553 thickness 0.470357142857143 thickness FALSE lh.17Networks_LH_DefaultA_PFCd_2
schafSNPX-thickness-00107-cut0025-config4.hsq 1e-06 0.017622 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_PFCd_3
schafSNPX-thickness-00108-cut0025-config4.hsq 1e-06 0.017386 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_PFCd_4
schafSNPX-thickness-00109-cut0025-config4.hsq 0.002899 0.016825 0.42911 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_PFCm_10
schafSNPX-thickness-00110-cut0025-config4.hsq 0.051419 0.01852 0.0025563 thickness 0.0336355263157895 thickness TRUE lh.17Networks_LH_DefaultA_PFCm_11
schafSNPX-thickness-00111-cut0025-config4.hsq 0.032119 0.018228 0.03895 thickness 0.156896825396825 thickness FALSE lh.17Networks_LH_DefaultA_PFCm_12
schafSNPX-thickness-00112-cut0025-config4.hsq 0.022937 0.018152 0.10478 thickness 0.26115763546798 thickness FALSE lh.17Networks_LH_DefaultA_PFCm_1
schafSNPX-thickness-00113-cut0025-config4.hsq 0.121588 0.019168 5.7464e-11 thickness 9.57733333333333e-09 thickness TRUE lh.17Networks_LH_DefaultA_PFCm_2
schafSNPX-thickness-00114-cut0025-config4.hsq 1e-06 0.017931 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_PFCm_3
schafSNPX-thickness-00115-cut0025-config4.hsq 0.048854 0.01812 0.0026712 thickness 0.0342461538461538 thickness TRUE lh.17Networks_LH_DefaultA_PFCm_4
schafSNPX-thickness-00116-cut0025-config4.hsq 0.036961 0.017757 0.01427 thickness 0.089875 thickness FALSE lh.17Networks_LH_DefaultA_PFCm_5
schafSNPX-thickness-00117-cut0025-config4.hsq 1e-06 0.017865 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultA_PFCm_6
schafSNPX-thickness-00118-cut0025-config4.hsq 0.046666 0.018358 0.0051533 thickness 0.04687 thickness TRUE lh.17Networks_LH_DefaultA_PFCm_7
schafSNPX-thickness-00119-cut0025-config4.hsq 0.018201 0.017289 0.13602 thickness 0.293146551724138 thickness FALSE lh.17Networks_LH_DefaultA_PFCm_8
schafSNPX-thickness-00120-cut0025-config4.hsq 0.041182 0.017989 0.0088058 thickness 0.0628985714285714 thickness FALSE lh.17Networks_LH_DefaultA_PFCm_9
schafSNPX-thickness-00121-cut0025-config4.hsq 0.005517 0.01758 0.37706 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_IPL_1
schafSNPX-thickness-00122-cut0025-config4.hsq 0.040829 0.018665 0.016024 thickness 0.0953809523809524 thickness FALSE lh.17Networks_LH_DefaultB_IPL_2
schafSNPX-thickness-00123-cut0025-config4.hsq 0.006516 0.017617 0.35589 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_IPL_3
schafSNPX-thickness-00124-cut0025-config4.hsq 0.009713 0.01831 0.30554 thickness 0.467186544342508 thickness FALSE lh.17Networks_LH_DefaultB_IPL_4
schafSNPX-thickness-00125-cut0025-config4.hsq 1e-06 0.017736 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_IPL_5
schafSNPX-thickness-00126-cut0025-config4.hsq 0.023241 0.018071 0.099456 thickness 0.261010362694301 thickness FALSE lh.17Networks_LH_DefaultB_IPL_6
schafSNPX-thickness-00127-cut0025-config4.hsq 0.012977 0.017871 0.23534 thickness 0.397989864864865 thickness FALSE lh.17Networks_LH_DefaultB_IPL_7
schafSNPX-thickness-00128-cut0025-config4.hsq 1e-06 0.017638 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_IPL_8
schafSNPX-thickness-00129-cut0025-config4.hsq 0.035785 0.017956 0.020273 thickness 0.107835106382979 thickness FALSE lh.17Networks_LH_DefaultB_IPL_9
schafSNPX-thickness-00130-cut0025-config4.hsq 0.000716 0.018 0.48475 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_10
schafSNPX-thickness-00131-cut0025-config4.hsq 0.011749 0.017296 0.24194 thickness 0.404581939799331 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_11
schafSNPX-thickness-00132-cut0025-config4.hsq 0.022847 0.017515 0.089301 thickness 0.243991803278689 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_12
schafSNPX-thickness-00133-cut0025-config4.hsq 1e-06 0.017683 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_1
schafSNPX-thickness-00134-cut0025-config4.hsq 1e-06 0.017542 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_2
schafSNPX-thickness-00135-cut0025-config4.hsq 1e-06 0.017388 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_3
schafSNPX-thickness-00136-cut0025-config4.hsq 0.010657 0.017137 0.25971 thickness 0.420242718446602 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_4
schafSNPX-thickness-00137-cut0025-config4.hsq 0.03983 0.01794 0.010469 thickness 0.0717054794520548 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_5
schafSNPX-thickness-00138-cut0025-config4.hsq 0.003706 0.017035 0.41168 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_6
schafSNPX-thickness-00139-cut0025-config4.hsq 0.049902 0.018137 0.0020868 thickness 0.03237 thickness TRUE lh.17Networks_LH_DefaultB_PFCd_7
schafSNPX-thickness-00140-cut0025-config4.hsq 0.008332 0.017497 0.31555 thickness 0.470357142857143 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_8
schafSNPX-thickness-00141-cut0025-config4.hsq 0.012359 0.017715 0.24176 thickness 0.404581939799331 thickness FALSE lh.17Networks_LH_DefaultB_PFCd_9
schafSNPX-thickness-00142-cut0025-config4.hsq 0.00646 0.017839 0.36091 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCl_1
schafSNPX-thickness-00143-cut0025-config4.hsq 1e-06 0.017561 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCl_2
schafSNPX-thickness-00144-cut0025-config4.hsq 0.043044 0.018287 0.0081896 thickness 0.0602176470588235 thickness FALSE lh.17Networks_LH_DefaultB_PFCv_1
schafSNPX-thickness-00145-cut0025-config4.hsq 0.00594 0.017828 0.37158 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCv_2
schafSNPX-thickness-00146-cut0025-config4.hsq 0.04927 0.018095 0.0022659 thickness 0.03237 thickness TRUE lh.17Networks_LH_DefaultB_PFCv_3
schafSNPX-thickness-00147-cut0025-config4.hsq 0.008739 0.01786 0.31469 thickness 0.470357142857143 thickness FALSE lh.17Networks_LH_DefaultB_PFCv_4
schafSNPX-thickness-00148-cut0025-config4.hsq 0.013437 0.017705 0.2218 thickness 0.391872791519435 thickness FALSE lh.17Networks_LH_DefaultB_PFCv_5
schafSNPX-thickness-00149-cut0025-config4.hsq 0.012912 0.017669 0.23047 thickness 0.397989864864865 thickness FALSE lh.17Networks_LH_DefaultB_PFCv_6
schafSNPX-thickness-00150-cut0025-config4.hsq 0.031208 0.018173 0.042399 thickness 0.162725190839695 thickness FALSE lh.17Networks_LH_DefaultB_PFCv_7
schafSNPX-thickness-00151-cut0025-config4.hsq 0.007461 0.017773 0.33887 thickness 0.493979591836735 thickness FALSE lh.17Networks_LH_DefaultB_PFCv_8
schafSNPX-thickness-00152-cut0025-config4.hsq 0.002491 0.01745 0.44329 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_PFCv_9
schafSNPX-thickness-00153-cut0025-config4.hsq 0.032428 0.018016 0.033331 thickness 0.148799107142857 thickness FALSE lh.17Networks_LH_DefaultB_Temp_10
schafSNPX-thickness-00154-cut0025-config4.hsq 0.025654 0.017256 0.057355 thickness 0.201954225352113 thickness FALSE lh.17Networks_LH_DefaultB_Temp_11
schafSNPX-thickness-00155-cut0025-config4.hsq 1e-06 0.017541 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_Temp_12
schafSNPX-thickness-00156-cut0025-config4.hsq 0.045838 0.017782 0.0032733 thickness 0.0371965909090909 thickness TRUE lh.17Networks_LH_DefaultB_Temp_13
schafSNPX-thickness-00157-cut0025-config4.hsq 0.033787 0.017939 0.026445 thickness 0.134923469387755 thickness FALSE lh.17Networks_LH_DefaultB_Temp_1
schafSNPX-thickness-00158-cut0025-config4.hsq 0.014564 0.017759 0.20464 thickness 0.377564575645756 thickness FALSE lh.17Networks_LH_DefaultB_Temp_2
schafSNPX-thickness-00159-cut0025-config4.hsq 1e-06 0.017976 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_Temp_3
schafSNPX-thickness-00160-cut0025-config4.hsq 0.038392 0.018023 0.01438 thickness 0.089875 thickness FALSE lh.17Networks_LH_DefaultB_Temp_4
schafSNPX-thickness-00161-cut0025-config4.hsq 0.041859 0.017756 0.0065764 thickness 0.0539049180327869 thickness FALSE lh.17Networks_LH_DefaultB_Temp_5
schafSNPX-thickness-00162-cut0025-config4.hsq 0.000565 0.017259 0.48687 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultB_Temp_6
schafSNPX-thickness-00163-cut0025-config4.hsq 0.019902 0.017508 0.11987 thickness 0.271199095022624 thickness FALSE lh.17Networks_LH_DefaultB_Temp_7
schafSNPX-thickness-00164-cut0025-config4.hsq 0.022662 0.017917 0.10074 thickness 0.261010362694301 thickness FALSE lh.17Networks_LH_DefaultB_Temp_8
schafSNPX-thickness-00165-cut0025-config4.hsq 0.021037 0.017631 0.11007 thickness 0.264735576923077 thickness FALSE lh.17Networks_LH_DefaultB_Temp_9
schafSNPX-thickness-00166-cut0025-config4.hsq 1e-06 0.017282 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultC_IPL_1
schafSNPX-thickness-00167-cut0025-config4.hsq 1e-06 0.017643 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultC_IPL_2
schafSNPX-thickness-00168-cut0025-config4.hsq 1e-06 0.017609 0.5 thickness 0.5 thickness FALSE lh.17Networks_LH_DefaultC_IPL_3
schafSNPX-thickness-00169-cut0025-config4.hsq 0.07673 0.018567 9.6895e-06 thickness 0.000403729166666667 thickness TRUE lh.17Networks_LH_DefaultC_PHC_1
schafSNPX-thickness-00170-cut0025-config4.hsq 0.053512 0.01849 0.0017256 thickness 0.029751724137931 thickness TRUE lh.17Networks_LH_DefaultC_PHC_2
schafSNPX-thickness-00171-cut0025-config4.hsq 0.042279 0.017701 0.005388 thickness 0.0481071428571429 thickness TRUE lh.17Networks_LH_DefaultC_PHC_3
