roi a2 a2cilwr a2ciupr c2 e2 pA pC LL_ACE LL_CE LL_AE LL_E a2revise a2revisecilwr a2reviseciupr e2revise pArevise rMZ rDZsibPairs
AI.lh.17Networks_LH_ContA_IPS_8.mgh.label_matrix011.csv 0 0 0.106864323014377 0.005 0.995 1 0.881385082331942 2940.9 2940.9 2940.9 2940.9 0 0 0.107 1 1 -0.0253481861060274 -0.0220268772039843
AI.lh.17Networks_LH_ContA_IPS_9.mgh.label_matrix012.csv 0 2.3039203232471e-37 0.0871396878188864 0 1 1 0.999995937788061 2940.9 2940.9 2940.9 2940.9 0 0 0.087 1 1 -0.000627879783368158 -0.0593272363418175
AI.lh.17Networks_LH_ContA_PFCd_1.mgh.label_matrix013.csv 0.048 4.03128396886818e-28 0.158755387100334 0 0.952 0.673627361681328 0.999992622587368 2940.1 2940.3 2940.1 2940.9 0.048 0 0.159 0.952 0.372363890038903 0.0593711922213128 0.0605216469655275
AI.lh.17Networks_LH_ContA_PFCd_2.mgh.label_matrix014.csv 0 6.42232448501769e-38 0.117075390403341 0.014 0.986 1 0.722144762055323 2940.7 2940.7 2940.8 2940.9 0.012 0 0.119 0.988 0.823284073981402 -0.0299926236911927 -0.00346799428741289
AI.lh.17Networks_LH_ContA_PFCl_1.mgh.label_matrix015.csv 0 0 0.0789103741377364 0 1 1 0.999994305781058 2940.9 2940.9 2940.9 2940.9 0 0 0.079 1 1 0.029578991832155 -0.0489081434922031
AI.lh.17Networks_LH_ContA_PFCl_2.mgh.label_matrix016.csv 0.007 4.50587463516736e-26 0.117985520889732 0 0.993 0.897278724171484 0.999999461946885 2940.9 2940.9 2940.9 2940.9 0.007 0 0.118 0.993 0.897278724177058 0.116729468820146 -0.0802149129987376
AI.lh.17Networks_LH_ContA_PFCl_3.mgh.label_matrix017.csv 0 0 0.071273403179416 0 1 0.999990916617966 0.999981777546139 2940.9 2940.9 2940.9 2940.9 0 0 0.071 1 1 -0.0435345818881466 -0.0352401894097363
AI.lh.17Networks_LH_ContA_PFCl_4.mgh.label_matrix018.csv 0.04 8.48838204211978e-38 0.143180634649906 0 0.96 0.652094619463374 1 2940.3 2940.5 2940.3 2940.9 0.04 0 0.143 0.96 0.431337307482843 0.0654967705547057 0.0164898183704773
AI.lh.17Networks_LH_ContA_PFCl_5.mgh.label_matrix019.csv 0 6.64610380895592e-35 0.0987848203368739 0 1 1 0.999995157521961 2940.9 2940.9 2940.9 2940.9 0 0 0.099 1 1 0.0415308062120511 0.0713193332521176
AI.lh.17Networks_LH_ContA_PFCl_6.mgh.label_matrix020.csv 0.037 0 0.142798579312222 0 0.963 0.476179718078619 0.999994673545908 2940.4 2940.9 2940.4 2940.9 0.037 0 0.143 0.963 0.476179718110031 0.203156326071089 -0.0168930988142604
AI.lh.17Networks_LH_ContA_PFCl_7.mgh.label_matrix021.csv 0 1.19743337054847e-15 0.126997182648329 0.013 0.987 0.999995127721815 0.853710855431671 2940.7 2940.7 2940.8 2940.9 0.019 0 0.128 0.981 0.72467609066449 0.00347189051582762 0.113152886673236
AI.lh.17Networks_LH_ContA_PFCl_8.mgh.label_matrix022.csv 0.069 8.25275052662297e-32 0.173901911294574 0 0.931 0.443954352530217 1 2939.1 2939.7 2939.1 2940.9 0.069 0 0.174 0.931 0.182600854828283 0.110859453995114 0.0511184789384769
AI.lh.17Networks_LH_ContA_PFCl_9.mgh.label_matrix023.csv 0.004 2.80208102986251e-31 0.108351570056923 0 0.996 0.954609433142735 0.999999068064667 2940.9 2940.9 2940.9 2940.9 0.004 0 0.108 0.996 0.938552703092327 0.00923335551305598 -0.0434520962983719
AI.lh.17Networks_LH_ContA_PFClv_1.mgh.label_matrix024.csv 0.008 2.68002262050331e-32 0.115153552104594 0 0.992 0.884376570104236 0.999997654680844 2940.9 2940.9 2940.9 2940.9 0.008 0 0.115 0.992 0.871995415613772 0.0268257114018515 -0.0266977136498256
AI.lh.17Networks_LH_ContA_PFClv_2.mgh.label_matrix025.csv 0.029 1.99390121929273e-35 0.13991527674992 0 0.971 0.802762040407736 0.999978947060343 2940.6 2940.6 2940.6 2940.9 0.029 0 0.14 0.971 0.585836495506815 0.0390870908321592 -0.0113778985475079
AI.lh.17Networks_LH_ContA_PFClv_3.mgh.label_matrix026.csv 0.135 2.10793867683635e-36 0.247826885823025 0 0.865 0.405949516314557 0.999992315064371 2934.8 2935.5 2934.8 2940.9 0.135 0.02662 0.248 0.865 0.0140079776896791 0.134746148877717 0.0778913183547618
AI.lh.17Networks_LH_ContA_PFClv_4.mgh.label_matrix027.csv 0 1.78676327749615e-31 0.0389841989095289 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.039 1 1 -0.0650637873307221 -0.0403981302364936
AI.lh.17Networks_LH_ContA_PFClv_5.mgh.label_matrix028.csv 0.018 2.92512312017582e-34 0.127496512682187 0 0.982 0.851306785424583 0.99997496462502 2940.8 2940.8 2940.8 2940.9 0.018 0 0.127 0.982 0.743753675469037 0.0340415409344949 0.00115199066229425
AI.lh.17Networks_LH_ContA_Temp_1.mgh.label_matrix029.csv 0.018 9.54686751474295e-36 0.124681738916438 0 0.982 0.80392768224976 0.999982824387146 2940.8 2940.8 2940.8 2940.9 0.018 0 0.125 0.982 0.728025974402342 0.0364785209866165 0.0173572109065573
AI.lh.17Networks_LH_ContA_Temp_2.mgh.label_matrix030.csv 0.044 2.74818333808231e-33 0.155796577491356 0 0.955 0.804179116671494 0.997148747010506 2940.2 2940.2 2940.2 2940.9 0.045 0 0.155 0.955 0.401315934560973 0.0522586779619641 0.0093332474926466
AI.lh.17Networks_LH_ContA_Temp_3.mgh.label_matrix031.csv 0.071 8.71511174305355e-32 0.182867279258067 0 0.929 0.415428535410288 0.9999958671356 2939.2 2939.8 2939.2 2940.9 0.071 0 0.183 0.929 0.192914913772331 0.111988933711085 -0.0250958073747776
AI.lh.17Networks_LH_ContB_IPL_1.mgh.label_matrix032.csv 0.025 7.212001516313e-34 0.139237390028118 0 0.975 0.656853578354698 1 2940.7 2940.9 2940.7 2940.9 0.025 0 0.139 0.975 0.656853578354698 0.187043574560678 -0.0160491797587187
AI.lh.17Networks_LH_ContB_IPL_2.mgh.label_matrix033.csv 0.121 4.68974467158024e-30 0.23592108262715 0 0.879 0.36718701424691 0.999997781550173 2936.2 2937 2936.2 2940.9 0.121 0.0101 0.236 0.879 0.0311710297782639 0.13277252335415 0.0796530819359763
AI.lh.17Networks_LH_ContB_IPL_3.mgh.label_matrix034.csv 0.046 1.30533405089414e-26 0.159402574092285 0 0.954 0.523207392397035 1 2940.2 2940.6 2940.2 2940.9 0.046 0 0.159 0.954 0.407077512664855 0.0883039951616422 0.0844931982952615
AI.lh.17Networks_LH_ContB_IPL_4.mgh.label_matrix035.csv 0 2.03988293398628e-41 0.0765905449195906 0 1 1 0.999998215479699 2940.9 2940.9 2940.9 2940.9 0 0 0.077 1 1 -0.050823110240293 -0.0145272208537836
AI.lh.17Networks_LH_ContB_IPL_5.mgh.label_matrix036.csv 0.018 0 0.136968084908728 0 0.982 0.758216869327233 1 2940.8 2940.9 2940.8 2940.9 0.018 0 0.137 0.982 0.758216868798871 0.162618076703023 -0.0469521526656168
AI.lh.17Networks_LH_ContB_IPL_6.mgh.label_matrix037.csv 0.156 7.9538863858191e-38 0.267657788346977 0 0.844 0.244545089205203 1 2932.8 2934.2 2932.8 2940.9 0.156 0.04689 0.268 0.844 0.00460533926361997 0.174379753071547 0.167993530255672
AI.lh.17Networks_LH_ContB_IPL_7.mgh.label_matrix038.csv 0.036 0 0.142793462460381 0 0.964 0.62589612192349 1 2940.4 2940.6 2940.4 2940.9 0.036 0 0.143 0.964 0.489381702509122 0.0700162865272847 -0.0102103201011095
AI.lh.17Networks_LH_ContB_IPL_8.mgh.label_matrix039.csv 0 6.95238402995103e-25 0.0870197308546526 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.087 1 1 -0.059065136493858 -0.0172805681938886
AI.lh.17Networks_LH_ContB_PFCd_1.mgh.label_matrix040.csv 0 2.02942746278873e-32 0.132497104076107 0.02 0.98 1 0.730205490493511 2940.5 2940.5 2940.6 2940.9 0.027 0 0.134 0.973 0.606812524386334 0.0120179198318795 0.0059682254147437
AI.lh.17Networks_LH_ContB_PFCd_2.mgh.label_matrix041.csv 0.01 0 0.115954826485086 0 0.99 0.855378262449294 0.999967824603658 2940.8 2940.9 2940.8 2940.9 0.01 0 0.116 0.99 0.854759387621254 0.0390454300224675 0.0471766848075288
AI.lh.17Networks_LH_ContB_PFCd_3.mgh.label_matrix042.csv 0 0 0.0986254219616084 0.003 0.997 1 0.917584720002556 2940.9 2940.9 2940.9 2940.9 0 0 0.099 1 1 -0.0766795062335754 0.0323671582730755
AI.lh.17Networks_LH_ContB_PFCl_1.mgh.label_matrix043.csv 0.043 1.75954587705595e-36 0.157776782475953 0 0.957 0.443864946934623 1 2940.3 2940.9 2940.3 2940.9 0.043 0 0.158 0.957 0.443864946922959 0.220332959292175 -0.065646231155469
AI.lh.17Networks_LH_ContB_PFCl_2.mgh.label_matrix044.csv 0 1.01970071295938e-29 0.10604335800739 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.106 1 1 0.0670815878571322 -0.00982457747451496
AI.lh.17Networks_LH_ContB_PFCl_3.mgh.label_matrix045.csv 0 0 0.11306146187804 0.016 0.984 1 0.641488289645163 2940.6 2940.6 2940.9 2940.9 0.007 0 0.116 0.993 0.894492266567089 -0.0674324445493417 0.0628598880696446
AI.lh.17Networks_LH_ContB_PFClv_1.mgh.label_matrix046.csv 0.065 8.06210302568413e-31 0.171967936011284 0 0.935 0.50371883351531 1 2939.3 2939.7 2939.3 2940.9 0.065 0 0.172 0.935 0.203147768117025 0.0951778943687242 -0.0543530467543339
AI.lh.17Networks_LH_ContB_PFClv_2.mgh.label_matrix047.csv 0.089 2.89031811543632e-38 0.203943606724264 0 0.911 0.407477816564855 1 2938.4 2939.1 2938.4 2940.9 0.089 0 0.204 0.911 0.113953913834278 0.121457322288465 0.0321996873142854
AI.lh.17Networks_LH_ContB_PFClv_3.mgh.label_matrix048.csv 0.021 0 0.253727255299896 0.082 0.897 0.908251354081867 0.45245657300622 2933 2933 2933.6 2940.9 0.15 0.03961 0.262 0.85 0.00694658350139357 0.0919708531224161 0.121815890444042
AI.lh.17Networks_LH_ContB_PFClv_4.mgh.label_matrix049.csv 0 0 0.10134201833047 0.014 0.986 0.999995309361687 0.664895169266132 2940.7 2940.7 2940.9 2940.9 0.002 0 0.104 0.998 0.96205816157223 -0.0801635515079904 0.0350595245595843
AI.lh.17Networks_LH_ContB_PFClv_5.mgh.label_matrix050.csv 0 1.96465727025432e-42 0.224215304706369 0.097 0.903 1 0.260591980467466 2932.9 2932.9 2934.2 2940.9 0.137 0.03291 0.243 0.863 0.00971143528593655 0.0841795681722772 0.11538739426116
AI.lh.17Networks_LH_ContB_PFCmp_1.mgh.label_matrix051.csv 0 0 0.192815845647379 0.057 0.943 1 0.579090590681761 2938.1 2938.1 2938.4 2940.9 0.086 0 0.197 0.914 0.113347085909671 0.0576159644489704 0.0321359826025589
AI.lh.17Networks_LH_ContB_PFCmp_2.mgh.label_matrix052.csv 0.098 6.26124493671118e-26 0.250454264532061 0.027 0.875 0.579185089359049 0.800460128146748 2934.1 2934.4 2934.1 2940.9 0.141 0.03386 0.251 0.859 0.00941481315841148 0.121240278539697 0.0583984818443163
AI.lh.17Networks_LH_ContB_Temp_1.mgh.label_matrix053.csv 0 6.27832402288779e-29 0.10473072186571 0.007 0.993 0.999991274244803 0.846517732515399 2940.8 2940.8 2940.9 2940.9 0.005 0 0.105 0.995 0.911422919889408 -0.0149458395185122 0.00459849657205036
AI.lh.17Networks_LH_ContB_Temp_2.mgh.label_matrix054.csv 0 2.1797939162615e-38 0.0870691331142878 0 1 1 0.999995563100346 2940.9 2940.9 2940.9 2940.9 0 0 0.087 1 1 -0.0269731592460588 0.0454942314897492
AI.lh.17Networks_LH_ContB_Temp_3.mgh.label_matrix055.csv 0 9.74830613918719e-30 0.161390553272708 0.045 0.955 0.999992701492446 0.467559941194331 2938.7 2938.7 2939.3 2940.9 0.064 0 0.169 0.936 0.205055280653042 0.0239664282531881 0.108326815714413
AI.lh.17Networks_LH_ContB_Temp_4.mgh.label_matrix056.csv 0.016 1.73190639405931e-18 0.126035299265626 0 0.984 0.763383161878018 1 2940.8 2940.9 2940.8 2940.9 0.016 0 0.126 0.984 0.763383161873411 0.135034958792221 -0.109742985362877
AI.lh.17Networks_LH_ContC_Cingp_1.mgh.label_matrix057.csv 0.096 4.54487815289019e-25 0.20278895844167 0 0.904 0.400343007088837 1 2937.5 2938.2 2937.5 2940.9 0.096 0 0.203 0.904 0.0651733186529889 0.121951034218028 0.0455320587984923
AI.lh.17Networks_LH_ContC_Cingp_2.mgh.label_matrix058.csv 0 0 0.13875217469874 0.022 0.978 0.999974421246901 0.791127935026403 2940.4 2940.4 2940.4 2940.9 0.034 0 0.14 0.966 0.510108758095578 0.0194729662380629 -0.0490430313291601
AI.lh.17Networks_LH_ContC_Cingp_3.mgh.label_matrix059.csv 0.066 7.07046252679307e-31 0.172097658529769 0 0.934 0.548253945825927 1 2939.3 2939.6 2939.3 2940.9 0.066 0 0.172 0.934 0.20330269594988 0.0842907873791769 0.0286748138117711
AI.lh.17Networks_LH_ContC_Cingp_4.mgh.label_matrix060.csv 0.013 8.45473769289884e-34 0.227182455907752 0.07 0.917 0.945842263743066 0.539549593393275 2935 2935.1 2935.4 2940.9 0.124 0.01868 0.233 0.876 0.0195517664880951 0.0860996727166504 0.16282823180944
AI.lh.17Networks_LH_ContC_Cingp_5.mgh.label_matrix061.csv 0.002 6.00393512962603e-38 0.19768205431743 0.057 0.941 0.991391723618763 0.625331751019259 2938.2 2938.2 2938.4 2940.9 0.088 0 0.201 0.912 0.117174069224655 0.0787166486386651 0.0275073115312511
AI.lh.17Networks_LH_ContC_Cingp_6.mgh.label_matrix062.csv 0.158 1.32143694157241e-30 0.269777578771313 0 0.842 0.193993106662363 0.999995010300677 2932.8 2934.5 2932.8 2940.9 0.158 0.04816 0.27 0.842 0.00442325323423347 0.194827878085086 0.054891835668784
AI.lh.17Networks_LH_ContC_pCun_1.mgh.label_matrix063.csv 0 2.7992147867852e-25 0.074998665399045 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.075 1 1 -0.10134769310272 -0.0276676384581259
AI.lh.17Networks_LH_ContC_pCun_10.mgh.label_matrix064.csv 0 8.77644272780798e-40 0.0681151389365351 0 1 0.999997256456665 0.999998576445264 2940.9 2940.9 2940.9 2940.9 0 0 0.068 1 1 -0.094572563417436 0.0536205961373364
AI.lh.17Networks_LH_ContC_pCun_11.mgh.label_matrix065.csv 0 8.97933383947508e-35 0.0876253598782469 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.088 1 1 -0.0593071034431746 0.0398235846061248
AI.lh.17Networks_LH_ContC_pCun_12.mgh.label_matrix066.csv 0.04 0 0.14486853602647 0 0.96 0.509876865959897 1 2940.3 2940.7 2940.3 2940.9 0.04 0 0.145 0.96 0.438063015611669 0.126992414285507 -0.0782178362299476
AI.lh.17Networks_LH_ContC_pCun_13.mgh.label_matrix067.csv 0 3.76452372494675e-40 0.11625526962083 0.026 0.974 0.999998576445264 0.479753338269665 2940.3 2940.3 2940.8 2940.9 0.017 0 0.124 0.983 0.748143710304684 -0.0576221523371949 -0.0109443478535349
AI.lh.17Networks_LH_ContC_pCun_2.mgh.label_matrix068.csv 0 0 0.118089935381884 0.034 0.966 0.999989319950606 0.340568112449373 2939.7 2939.7 2940.6 2940.9 0.028 0 0.131 0.972 0.585270829885624 -0.101920820005615 0.0807910294056045
AI.lh.17Networks_LH_ContC_pCun_3.mgh.label_matrix069.csv 0.064 1.83891796369282e-38 0.180122404705513 0 0.936 0.516472453168939 1 2939.6 2940 2939.6 2940.9 0.064 0 0.18 0.936 0.261195997033511 0.100869424496903 0.108676544661659
AI.lh.17Networks_LH_ContC_pCun_4.mgh.label_matrix070.csv 0 8.21719348027224e-35 0.252082328997333 0.105 0.895 1 0.281191805766397 2930.9 2930.9 2932.1 2940.9 0.161 0.05314 0.27 0.839 0.00299560231263111 0.0932345444714143 0.0830033384140486
AI.lh.17Networks_LH_ContC_pCun_5.mgh.label_matrix071.csv 0.059 4.48117374066376e-31 0.163850404053287 0 0.941 0.540669555638652 1 2939.6 2939.9 2939.6 2940.9 0.059 0 0.164 0.941 0.253526148693946 0.0881710270984173 0.0679900959501124
AI.lh.17Networks_LH_ContC_pCun_6.mgh.label_matrix072.csv 0.04 0 0.148312304236761 0 0.96 0.692015035575417 1 2940.3 2940.5 2940.3 2940.9 0.04 0 0.148 0.96 0.453732279747148 0.0546842765311266 0.0118478992131766
AI.lh.17Networks_LH_ContC_pCun_7.mgh.label_matrix073.csv 0 2.91250151842197e-12 0.0928341961608268 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.093 1 1 -0.00561335367861801 -0.0132864292227595
AI.lh.17Networks_LH_ContC_pCun_8.mgh.label_matrix074.csv 0 0 0.104989749514524 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.105 1 1 0.0230399612259264 0.0356681757099638
AI.lh.17Networks_LH_ContC_pCun_9.mgh.label_matrix075.csv 0 8.2446563473067e-36 0.0748160801641055 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.075 1 1 0.00232156394449575 0.0683700939652558
AI.lh.17Networks_LH_DefaultA_IPL_1.mgh.label_matrix076.csv 0 0 0.0755792930955356 0 1 0.999829192075847 0.999994057009094 2940.9 2940.9 2940.9 2940.9 0 0 0.076 1 1 -0.0448632647867786 -0.0611771801098517
AI.lh.17Networks_LH_DefaultA_IPL_2.mgh.label_matrix077.csv 0 0 0.0621755218907 0 1 0.999998682044413 0.999995498324662 2940.9 2940.9 2940.9 2940.9 0 0 0.063 1 1 -0.0790950026020608 -0.100870606284827
AI.lh.17Networks_LH_DefaultA_IPL_3.mgh.label_matrix078.csv 0.007 1.5428105846202e-18 0.115480279219215 0 0.993 0.901026157815008 0.999983002289782 2940.9 2940.9 2940.9 2940.9 0.007 0 0.116 0.993 0.901026159265418 0.0585054180974809 -0.101890846145108
AI.lh.17Networks_LH_DefaultA_IPL_4.mgh.label_matrix079.csv 0 4.55037985386925e-22 0.0769872844304405 0 1 1 0.999993633669683 2940.9 2940.9 2940.9 2940.9 0 0 0.077 1 1 -0.0522414126989425 -0.0354501499918418
AI.lh.17Networks_LH_DefaultA_IPL_5.mgh.label_matrix080.csv 0 0 0.0515518620155645 0 1 1 0.999997847787538 2940.9 2940.9 2940.9 2940.9 0 0 0.052 1 1 -0.0403571525687953 -0.0669120928779153
AI.lh.17Networks_LH_DefaultA_IPL_6.mgh.label_matrix081.csv 0 6.64257721313422e-32 0.141976961245466 0.022 0.978 0.999981817307159 0.787709606196797 2940.4 2940.4 2940.5 2940.9 0.033 0 0.144 0.967 0.535446184952609 0.00798579534147272 -0.0100498436584431
AI.lh.17Networks_LH_DefaultA_IPL_7.mgh.label_matrix082.csv 0 8.47847181600007e-26 0.125065541422192 0.024 0.976 0.999986908602682 0.533965518902543 2940.3 2940.3 2940.7 2940.9 0.021 0 0.131 0.979 0.690110388590506 -0.0685091331919052 0.121767563627915
AI.lh.17Networks_LH_DefaultA_pCunPCC_1.mgh.label_matrix099.csv 0 1.99774692812136e-28 0.133449900081092 0.025 0.975 1 0.624949059553164 2940.3 2940.3 2940.5 2940.9 0.032 0 0.137 0.968 0.537292727573227 -0.00537636485006599 0.00576854218082289
AI.lh.17Networks_LH_DefaultA_pCunPCC_10.mgh.label_matrix100.csv 0 2.8908920363037e-13 0.0832145071647254 0.012 0.988 1 0.689118739616298 2940.7 2940.7 2940.9 2940.9 0 0 0.085 1 1 -0.184343569218169 -0.00825748529255442
AI.lh.17Networks_LH_DefaultA_pCunPCC_11.mgh.label_matrix101.csv 0 0 0.100236555738339 0.003 0.997 1 0.920772998207225 2940.9 2940.9 2940.9 2940.9 0 0 0.1 1 1 -0.0499856793947339 -0.0115716640476096
AI.lh.17Networks_LH_DefaultA_pCunPCC_12.mgh.label_matrix102.csv 0.052 0 0.163098665744962 0 0.948 0.435073011595529 0.999989706437802 2939.9 2940.5 2939.9 2940.9 0.052 0 0.163 0.948 0.331446170296327 0.12075535821828 0.0701414578281672
AI.lh.17Networks_LH_DefaultA_pCunPCC_13.mgh.label_matrix103.csv 0.106 4.12928540538206e-38 0.221890571441935 0 0.894 0.337694181040139 0.999990996649324 2937.4 2938.3 2937.4 2940.9 0.106 0 0.222 0.894 0.0629566647201318 0.135095720795419 0.0355981137625709
AI.lh.17Networks_LH_DefaultA_pCunPCC_14.mgh.label_matrix104.csv 0 7.538440051e-26 0.0846204377900456 0 1 0.999994032702281 0.999990711763128 2940.9 2940.9 2940.9 2940.9 0 0 0.085 1 1 0.00178767617844111 -0.00663820948800758
AI.lh.17Networks_LH_DefaultA_pCunPCC_15.mgh.label_matrix105.csv 0.18 1.97478367294338e-43 0.291474518316085 0 0.82 0.0580245761395782 0.999998215479699 2930.1 2933.7 2930.1 2940.9 0.18 0.07095 0.291 0.82 0.0010442183002182 0.27109319813157 0.0163028241626821
AI.lh.17Networks_LH_DefaultA_pCunPCC_16.mgh.label_matrix106.csv 0.127 0.017889138065 0.238762579699607 0 0.873 0.214834287561774 1 2935.6 2937.1 2935.6 2940.9 0.127 0.01789 0.239 0.873 0.0212265907645078 0.195329968574157 0.0150432060059462
AI.lh.17Networks_LH_DefaultA_pCunPCC_17.mgh.label_matrix107.csv 0 2.18019220366781e-31 0.0515464345560936 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.052 1 1 -0.0738227182408112 -0.0538128631130294
AI.lh.17Networks_LH_DefaultA_pCunPCC_18.mgh.label_matrix108.csv 0 6.17764234639853e-34 0.0923944796287762 0 1 1 0.999993151701882 2940.9 2940.9 2940.9 2940.9 0 0 0.092 1 1 -0.0442480453751766 0.0114211100481878
AI.lh.17Networks_LH_DefaultA_pCunPCC_19.mgh.label_matrix109.csv 0 0 0.148123807750258 0.059 0.941 0.999997717233961 0.206306282912348 2937.6 2937.6 2939.2 2940.9 0.067 0 0.173 0.933 0.193519803873012 -0.046904354988251 0.0462420874149349
AI.lh.17Networks_LH_DefaultA_pCunPCC_2.mgh.label_matrix110.csv 0.007 8.76002314340518e-26 0.121943192434369 0 0.993 0.900419374334734 1 2940.9 2940.9 2940.9 2940.9 0.007 0 0.122 0.993 0.900419374297333 0.0763008878951382 0.06863058267986
AI.lh.17Networks_LH_DefaultA_pCunPCC_20.mgh.label_matrix111.csv 0 6.63984423288555e-36 0.0668430015452705 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.067 1 1 0.0632829264590229 -0.00393641923622866
AI.lh.17Networks_LH_DefaultA_pCunPCC_21.mgh.label_matrix112.csv 0 0 0.15103388377882 0.033 0.967 0.999997256456665 0.640061241386868 2939.9 2939.9 2940.1 2940.9 0.047 0 0.154 0.953 0.372377556177309 0.0182172460736344 0.0698416042410866
AI.lh.17Networks_LH_DefaultA_pCunPCC_22.mgh.label_matrix113.csv 0 2.57173507981769e-29 0.097020085433652 0.003 0.997 1 0.918655420043557 2940.9 2940.9 2940.9 2940.9 0 0 0.098 1 1 -0.0548275074345612 0.00289671090827834
AI.lh.17Networks_LH_DefaultA_pCunPCC_3.mgh.label_matrix114.csv 0.095 1.72353572273512e-31 0.209825144788952 0 0.905 0.189573086080197 1 2937.9 2939.6 2937.9 2940.9 0.095 0 0.21 0.905 0.0846235027126716 0.192984646712022 -0.0110573805113652
AI.lh.17Networks_LH_DefaultA_pCunPCC_4.mgh.label_matrix115.csv 0.05 9.95982561142636e-37 0.159324220757079 0 0.95 0.390878709560183 0.999991699320818 2940 2940.7 2940 2940.9 0.05 0 0.159 0.95 0.351017778887459 0.156252945062965 -0.0554788371306796
AI.lh.17Networks_LH_DefaultA_pCunPCC_5.mgh.label_matrix116.csv 0.043 0 0.148046636433995 0 0.957 0.583101326008859 1 2940.2 2940.5 2940.2 2940.9 0.043 0 0.148 0.957 0.399404697461079 0.0807088366633572 -0.0716061126497527
AI.lh.17Networks_LH_DefaultA_pCunPCC_6.mgh.label_matrix117.csv 0.032 6.83048216070466e-38 0.142413987048139 0 0.968 0.685627944395674 0.999978796337731 2940.5 2940.7 2940.5 2940.9 0.032 0 0.142 0.968 0.552209573898721 0.065209241900497 -0.0275442081325926
AI.lh.17Networks_LH_DefaultA_pCunPCC_7.mgh.label_matrix118.csv 0 9.91839859421771e-27 0.0699596670789321 0 1 1 1 2940.9 2940.9 2940.9 2940.9 0 0 0.07 1 1 -0.0157841415052624 -0.0553360944670163
